Scheme_ID,Budget_Crore,Allocated_Funds,Beneficiaries_Lakhs,Corruption_Cases,Fraud_Cases,Income_Criteria
SCM6613,23355,85577,106.1,29,6,Above 5L
SCM6614,30809,61014,233.74,15,7,Below 2L
,35372,78738,296.73,39,13,Below 2L
SCM6616,22455,74565,,11,15,No Limit
SCM6617,25463,47838,416.88,4,15,2L-5L
SCM6618,10168,15528,213.3,42,0,No Limit
SCM6619,42552,70177,323.87,2,4,Above 5L
SCM6620,42189,23648,148.97,23,1,Above 5L
SCM6621,43323,11969,316.54,25,11,Below 2L
SCM6622,45932,66700,456.4,30,19,Above 5L
SCM6623,6922,5004,,46,9,Below 2L
,20993,90282,151.96,2,1,2L-5L
SCM6625,12597,65136,322.03,0,13,Below 2L
SCM6626,31901,30857,451.39,10,,Above 5L
SCM6627,14351,20173,68.61,44,6,No Limit
SCM6628,22670,25087,241.28,4,14,2L-5L
SCM6629,43245,72106,160.59,6,4,No Limit
SCM6630,20044,56350,120.81,32,6,Above 5L
SCM6631,5779,43475,198.16,12,13,2L-5L
SCM6632,39480,92185,197.04,41,4,No Limit
SCM6633,21305,21801,105.3,30,12,Above 5L
SCM6634,16372,22788,201.87,49,1,Above 5L
SCM6635,1512,61384,316.9,12,2,Above 5L
SCM6636,2349,10216,12.96,0,15,Below 2L
SCM6637,2339,36115,494.61,48,19,Below 2L
SCM6638,40741,91953,148.04,43,9,Below 2L
SCM6639,12714,73749,311.86,37,7,Below 2L
SCM6640,23377,39133,141.85,38,5,Above 5L
SCM6641,8935,55373,,32,9,Above 5L
SCM6642,29128,9591,274.66,41,0,Below 2L
,14903,42592,305.97,34,13,Above 5L
SCM6644,12895,2247,1926.25,38,,No Limit
SCM6645,47309,24018,395.86,Unknown,16,Above 5L
SCM6646,15753,77545,259.4,41,13,Above 5L
SCM6647,38053,17901,37.96,8,3,Below 2L
SCM6648,20774,36665,278.94,5,11,No Limit
SCM6649,46367,61124,238.84,40,17,2L-5L
SCM6650,20626,33139,107.77,8,15,2L-5L
SCM6651,42445,54988,5.18,26,10,No Limit
SCM6652,40020,32631,158.05,41,18,Below 2L
SCM6653,32714,4993,,28,9,No Limit
SCM6654,19068,88538,241.51,3,10,2L-5L
SCM6655,18085,70594,380.82,24,16,Above 5L
SCM6656,46666,37760,219.58,15,5,Below 2L
,17291,94934,475.79,33,10,No Limit
SCM6658,43719,82109,,10,0,Below 2L
SCM6659,41174,10843,110.55,8,12,Below 2L
SCM6660,45786,41489,302.26,34,15,No Limit
SCM6661,32008,6853,448.14,26,10,No Limit
SCM6662,45352,31980,335.96,38,3,No Limit
SCM6663,29172,80950,336.87,44,,Below 2L
SCM6664,12193,53253,403.16,44,15,Below 2L
,8265,28424,334.37,27,4,2L-5L
SCM6666,47952,21836,379.7,42,2,Above 5L
SCM6667,43788,3615,433.08,4,1,Above 5L
,47195,56491,4.05,15,17,2L-5L
SCM6669,20655,16219,442.82,27,15,Below 2L
SCM6670,26125,47138,107.71,1,3,2L-5L
SCM6671,12674,19834,456.06,41,18,Above 5L
SCM6672,34436,28630,133.17,9,9,Below 2L
SCM6673,25998,64440,227.67,18,6,Above 5L
SCM6674,25536,5052,466.95,19,5,Below 2L
SCM6675,49993,96625,54.96,37,7,No Limit
SCM6676,42790,35334,372.67,47,,Above 5L
SCM6677,22921,11932,196.29,44,6,Below 2L
SCM6678,5004,76522,12.15,34,10,2L-5L
SCM6679,35801,52819,469.57,40,4,Below 2L
,281940,47669,,9,14,Below 2L
,4609,33093,387.09,47,14,Above 5L
SCM6682,4626,76676,192.2,49,1,2L-5L
SCM6683,38777,80813,405.31,35,3,Below 2L
,36035,32598,375.17,15,1,Below 2L
SCM6685,10210,43123,316.65,49,2,Above 5L
SCM6686,34208,97975,469.62,25,9,Below 2L
SCM6687,1614,4258,49.55,30,1,2L-5L
SCM6688,17895,65204,399.31,41,15,2L-5L
SCM6689,27712,13953,335.43,0,7,No Limit
,40592,67392,157.43,22,4,Below 2L
SCM6691,4267,83811,273.03,41,4,2L-5L
SCM6692,17506,21891,322.35,48,19,Below 2L
SCM6693,29303,35860,368.16,26,9,Above 5L
SCM6694,43346,84054,93.61,18,2,Below 2L
SCM6695,29348,23928,51.15,15,,2L-5L
SCM6696,44831,45995,51.12,37,,No Limit
SCM6697,9404,55423,147,7,16,Below 2L
SCM6698,4908,45922,77.17,15,12,No Limit
SCM6699,28555,79322,267.87,11,0,2L-5L
,8933,20796,218.58,8,3,No Limit
SCM6701,31997,24756,446.54,47,5,2L-5L
SCM6702,39601,95256,358.73,6,19,Below 2L
SCM6703,10529,60229,102.99,39,,Below 2L
SCM6704,5007,42420,22.96,36,12,Above 5L
SCM6705,11778,24354,354.61,22,18,Below 2L
SCM6706,3325,71546,422.93,40,0,Above 5L
SCM6707,1114,23812,350.53,7,12,Below 2L
SCM6708,6868,80029,321.93,22,1,Below 2L
SCM6709,38326,83290,124.73,19,10,Below 2L
SCM6710,2121,83427,247.35,47,15,Above 5L
SCM6711,43996,98137,362.51,10,10,Above 5L
SCM6712,35974,68265,96.77,0,0,2L-5L
SCM6713,41843,80164,238.32,48,8,Above 5L
SCM6714,8962,82450,58.6,43,6,Above 5L
SCM6715,43829,24478,265.41,4,17,Below 2L
SCM6716,43633,86525,286.81,13,0,2L-5L
SCM6717,2684,7277,267.74,6,18,2L-5L
SCM6718,5042,56447,234.79,23,9,No Limit
SCM6719,34145,19695,293.77,38,12,No Limit
SCM6720,35911,55576,498.4,3,,2L-5L
SCM6721,7470,72724,311.31,46,10,2L-5L
SCM6722,44232,95519,376.31,26,8,Below 2L
SCM6723,13772,28052,96.14,6,18,Above 5L
SCM6724,8469,73888,265.06,23,13,Above 5L
SCM6725,8567,7135,3.85,8,7,No Limit
SCM6726,27035,11298,15.83,0,16,No Limit
SCM6727,46821,77115,161.31,33,3,2L-5L
SCM6728,19965,74815,,39,19,No Limit
SCM6729,11651,5262,287.86,30,8,Above 5L
SCM6730,48752,34910,444.01,38,12,Above 5L
SCM6731,42484,13784,385.9,22,4,2L-5L
SCM6732,31517,10158,150.06,2,18,2L-5L
SCM6733,48697,31822,371.77,38,13,Below 2L
SCM6734,7997,65701,274.74,19,12,Below 2L
SCM6735,2569,15037,389.61,47,10,2L-5L
SCM6736,27761,76935,205.58,25,18,No Limit
SCM6737,47704,49748,46.04,33,6,2L-5L
SCM6738,32497,5482,309.28,31,6,Above 5L
SCM6739,39919,63659,278.56,32,10,2L-5L
SCM6740,43432,8709,476.81,39,11,No Limit
SCM6741,21927,83395,81.15,4,10,No Limit
SCM6742,9882,36020,328.1,9,5,No Limit
SCM6743,30498,28890,237.09,35,12,Below 2L
SCM6744,25788,20290,189.52,29,11,Above 5L
SCM6745,25744,92585,397.3,8,7,Above 5L
SCM6746,16103,92930,405.34,45,10,Below 2L
SCM6747,35413,20657,357.33,31,16,Below 2L
SCM6748,40533,49504,41.89,20,,Above 5L
SCM6749,20133,62617,172.62,41,3,2L-5L
SCM6750,4007,77344,23.47,49,4,Below 2L
SCM6751,36599,76748,171.91,25,3,Below 2L
SCM6752,26868,70704,323.99,22,8,No Limit
SCM6753,15383,37844,259.4,8,19,No Limit
SCM6754,7785,88495,351.5,4,11,No Limit
SCM6755,8373,29015,275.78,7,13,Below 2L
SCM6756,44766,28654,277.95,43,12,No Limit
SCM6757,13578,90507,255.53,45,5,No Limit
SCM6758,30544,23727,182.23,42,3,Above 5L
SCM6759,11468,22967,223.34,10,,Below 2L
,10117,3174,56.31,35,15,No Limit
SCM6761,47691,37625,417.27,17,19,2L-5L
SCM6762,46489,17217,444.62,30,10,2L-5L
SCM6763,30779,91502,383.16,40,2,No Limit
SCM6764,8373,64335,291.83,7,10,2L-5L
SCM6765,49345,57157,284.63,35,9,Below 2L
SCM6766,24670,28434,235.21,18,12,Above 5L
SCM6767,46500,63254,115.75,21,9,No Limit
SCM6768,33210,24535,191.96,1,11,No Limit
SCM6769,39808,67604,494.95,10,4,Below 2L
SCM6770,32652,7378,72.99,2,14,Below 2L
SCM6771,26530,3442,271.39,32,9,Above 5L
SCM6772,28675,80558,433.28,9,10,Below 2L
SCM6773,49875,51297,226.56,44,1,No Limit
SCM6774,33735,23479,302.84,2,16,2L-5L
SCM6775,43536,77406,413.91,38,10,2L-5L
SCM6776,33038,67701,273.83,36,12,No Limit
SCM6777,26458,60399,365.76,33,7,2L-5L
SCM6778,8869,74060,173.7,49,1,Below 2L
SCM6779,8359,15765,366.54,27,8,2L-5L
SCM6780,34383,69607,20.61,13,19,2L-5L
SCM6781,29829,5976,76.53,27,17,No Limit
,8292,76300,318.68,29,15,Above 5L
SCM6783,35066,39152,224.53,29,17,No Limit
,17385,17545,414.19,26,11,Below 2L
SCM6785,22387,52580,171.05,1,8,Below 2L
SCM6786,47461,90008,383.63,36,18,Below 2L
SCM6787,45905,45715,69.64,12,15,No Limit
SCM6788,31447,85475,465.08,38,8,Below 2L
SCM6789,40623,95170,209.28,41,19,2L-5L
SCM6790,9086,38081,115.53,27,4,No Limit
SCM6791,2166,73594,394.6,19,19,2L-5L
SCM6792,42879,37686,473.95,38,18,Below 2L
SCM6793,30854,12853,459.05,49,14,No Limit
SCM6794,19022,92394,119.05,17,3,Above 5L
SCM6795,36775,63148,336.04,33,7,Below 2L
SCM6796,48468,89960,273.47,47,15,Below 2L
SCM6797,43114,80663,362.58,44,11,Above 5L
SCM6798,35464,46653,,16,2,No Limit
SCM6799,45526,25064,234.93,37,8,Below 2L
SCM6800,29528,71642,441.37,22,15,Below 2L
SCM6801,19805,3815,435.64,30,14,No Limit
SCM6802,42198,83564,393.82,8,19,Above 5L
SCM6803,24204,78297,352.48,34,2,No Limit
SCM6804,30132,91039,339.22,24,4,Below 2L
SCM6805,35489,69829,28.19,38,7,Above 5L
SCM6806,11020,38050,374.79,29,6,Below 2L
SCM6807,42225,44732,319.09,4,12,No Limit
SCM6808,46617,13797,151.28,27,15,2L-5L
SCM6809,36709,75414,410.07,6,10,Above 5L
SCM6810,14523,93990,416.24,41,13,No Limit
SCM6811,37426,12248,466.1,41,6,No Limit
SCM6812,32790,42365,209.24,41,7,Above 5L
SCM6813,45636,60830,275.67,37,8,2L-5L
SCM6814,25199,42228,452.99,18,12,2L-5L
SCM6815,37207,30453,158.47,24,3,2L-5L
SCM6816,33106,29784,398.34,17,3,No Limit
SCM6817,24910,70776,495.98,46,5,Below 2L
SCM6818,22814,57184,,25,11,No Limit
SCM6819,32458,27930,,44,6,No Limit
SCM6820,32133,88207,257.95,19,10,Below 2L
SCM6821,7488,99130,383.05,1,3,2L-5L
SCM6822,26195,78374,87.88,29,,No Limit
SCM6823,10526,90727,365.71,21,6,Above 5L
SCM6824,7717,52447,0.55,41,6,Below 2L
SCM6825,40950,54078,,33,14,2L-5L
SCM6826,40447,44323,75.72,34,13,Below 2L
SCM6827,14022,76261,492.19,4,14,Above 5L
SCM6828,25611,40394,81.65,14,8,Above 5L
SCM6829,39324,62930,276.28,38,8,No Limit
SCM6830,25494,13299,334.76,14,11,No Limit
SCM6831,28243,10148,,27,7,2L-5L
SCM6832,2539,98684,229.69,11,17,2L-5L
SCM6833,28063,17172,466.91,2,14,Below 2L
SCM6834,10119,54794,240.18,9,1,2L-5L
SCM6835,22570,91227,126.1,35,19,2L-5L
SCM6836,27291,7281,296.56,6,10,2L-5L
SCM6837,42933,97199,329.04,42,12,Above 5L
SCM6838,48103,10116,253.74,16,6,2L-5L
SCM6839,45367,2677,366.62,19,19,2L-5L
SCM6840,26449,64282,210.4,46,7,Above 5L
SCM6841,8491,11009,2.27,48,5,Above 5L
SCM6842,29758,76099,132.34,45,2,Above 5L
SCM6843,8469,4248,472.96,27,0,Below 2L
SCM6844,38410,11740,381.64,11,13,Above 5L
SCM6845,9222,56651,94.85,17,0,Below 2L
SCM6846,12028,57320,33.42,44,,2L-5L
SCM6847,34904,37904,175.46,36,18,2L-5L
SCM6848,42545,75105,418.17,11,15,Above 5L
SCM6849,38418,40909,53.08,7,5,2L-5L
SCM6850,37131,96262,271.72,39,8,Below 2L
SCM6851,47912,12933,137.57,40,19,2L-5L
SCM6852,45148,15823,363.15,18,5,No Limit
SCM6853,42975,7375,0.31,35,2,Below 2L
SCM6854,39194,88722,138.66,5,5,2L-5L
SCM6855,24691,13183,339.66,27,9,No Limit
SCM6856,13991,83144,273.42,43,12,No Limit
,43994,74131,389.45,0,0,2L-5L
SCM6858,41896,84279,78.92,49,15,No Limit
SCM6859,7821,52909,265.53,18,11,Above 5L
SCM6860,18641,47488,97.97,48,12,Above 5L
SCM6861,26252,29316,319.65,2,13,Below 2L
SCM6862,49557,78290,65.76,35,19,Below 2L
SCM6863,7223,6665,74.43,26,10,No Limit
SCM6864,5912,46396,164.17,45,13,No Limit
SCM6865,36212,87289,201.01,5,7,Above 5L
SCM6866,20940,75836,249.33,29,8,2L-5L
SCM6867,1308,25909,290.4,36,12,No Limit
SCM6868,18342,3118,234.46,26,13,No Limit
SCM6869,19187,45873,22.91,5,14,2L-5L
SCM6870,2071,50339,171.8,44,19,Above 5L
SCM6871,29895,67421,30.78,40,4,No Limit
SCM6872,33981,97265,59.13,16,6,2L-5L
SCM6873,1083,99158,46.5,46,12,Above 5L
SCM6874,30041,89480,79.13,29,2,Above 5L
SCM6875,11602,57369,406.48,14,0,Above 5L
SCM6876,28677,70847,313.82,18,18,Above 5L
SCM6877,43831,35678,253.44,29,1,Above 5L
SCM6878,10454,78561,366.16,39,15,No Limit
SCM6879,2227,94876,,8,,No Limit
SCM6880,20123,44043,208.9,33,4,Above 5L
SCM6881,28950,80753,183.77,45,5,Above 5L
SCM6882,23960,57136,488.89,25,,Above 5L
SCM6883,33428,75562,385.69,45,17,Above 5L
SCM6884,67520,4574,388.58,36,3,Below 2L
SCM6885,31079,20471,,34,8,No Limit
SCM6886,42869,23374,253.55,41,,Below 2L
SCM6887,20871,54646,275.34,1,17,2L-5L
SCM6888,41350,63166,326.08,12,16,2L-5L
SCM6889,45697,54588,188.48,42,0,Below 2L
SCM6890,34777,38118,391.17,42,1,No Limit
SCM6891,47967,72354,454.62,8,1,No Limit
SCM6892,40098,6806,,20,11,No Limit
SCM6893,12981,28336,190.8,40,6,Above 5L
SCM6894,17431,7124,347.83,43,18,2L-5L
SCM6895,10819,38786,91.16,0,5,Below 2L
SCM6896,34216,10151,484.29,19,14,Below 2L
SCM6897,8672,65587,329.03,48,14,Below 2L
SCM6898,9996,44715,33.88,4,12,2L-5L
SCM6899,33177,23954,264.92,11,12,No Limit
SCM6900,19898,78837,375.2,42,14,Above 5L
SCM6901,5889,58170,139,20,9,Below 2L
SCM6902,9790,35888,25.59,47,14,Above 5L
SCM6903,43954,75948,244.63,38,0,No Limit
,39436,90967,416.83,22,,Below 2L
SCM6905,46321,37116,125.84,7,14,No Limit
SCM6906,41720,74829,358.53,21,2,Above 5L
SCM6907,19931,89085,203.95,25,11,No Limit
SCM6908,26173,3090,29.91,18,4,Above 5L
SCM6909,10364,98909,152.05,14,2,No Limit
SCM6910,16149,56962,157.02,36,3,2L-5L
SCM6911,11728,56580,452.34,40,9,Below 2L
SCM6912,2242,85673,490.88,20,19,2L-5L
SCM6913,14943,56496,104.96,12,10,Below 2L
SCM6914,29336,87016,215.31,6,19,No Limit
SCM6915,49043,77263,2441.75,24,15,2L-5L
SCM6916,42665,83515,,32,8,No Limit
SCM6917,46355,67919,174.65,2,12,No Limit
SCM6918,21223,72209,55.03,38,4,Below 2L
SCM6919,26107,15004,376.67,31,8,Below 2L
SCM6920,14925,88528,223.56,40,8,Below 2L
SCM6921,10242,74751,319.37,Unknown,9,2L-5L
SCM6922,28598,81878,254.98,39,13,2L-5L
SCM6923,33326,937,87.35,49,12,2L-5L
,40448,18465,88.27,22,11,Above 5L
SCM6925,27624,61112,469.88,1,7,Above 5L
SCM6926,49589,83263,,31,2,No Limit
SCM6927,15398,92473,305.36,45,19,No Limit
SCM6928,12235,32760,0.72,5,16,Above 5L
SCM6929,7480,14940,216.7,6,12,Below 2L
SCM6930,26689,80005,265.26,20,9,2L-5L
SCM6931,32566,25228,224.77,32,17,No Limit
SCM6932,36888,56493,462.73,15,5,Below 2L
SCM6933,25020,91375,20.53,2,17,No Limit
SCM6934,5743,1195,327.5,25,18,Above 5L
SCM6935,16829,99236,156.99,24,10,Below 2L
SCM6936,41384,19147,279.78,14,0,2L-5L
SCM6937,6710,18250,327.99,21,8,No Limit
SCM6938,18622,1588,220.47,42,10,Below 2L
SCM6939,20873,37569,74.27,36,11,Above 5L
SCM6940,11904,45638,259.57,48,9,No Limit
SCM6941,7916,87640,466.48,47,,No Limit
SCM6942,27573,29881,267.99,19,11,Above 5L
SCM6943,12032,68373,61.56,49,17,No Limit
SCM6944,49510,50570,412.1,28,17,Above 5L
SCM6945,17594,98026,110.95,36,8,Above 5L
SCM6946,23809,10881,185.17,18,6,Below 2L
SCM6947,30289,75033,214.44,39,4,Below 2L
SCM6948,31005,82497,169.92,30,4,2L-5L
SCM6949,6587,73673,202.29,13,11,Below 2L
SCM6950,17304,35360,397.76,42,6,Below 2L
SCM6951,6088,15408,111.76,Unknown,13,2L-5L
SCM6952,27464,72060,235.26,Unknown,8,Above 5L
SCM6953,38503,94142,10.1,11,0,Below 2L
SCM6954,21148,63967,253.88,10,2,No Limit
SCM6955,7193,65215,55.93,46,10,Above 5L
SCM6956,37472,42572,141.19,8,14,2L-5L
SCM6957,18047,68725,162.5,43,,Below 2L
SCM6958,30835,17404,41.27,32,7,2L-5L
SCM6959,29296,39840,180.35,26,0,Below 2L
SCM6960,22827,66582,249.08,33,12,2L-5L
SCM6961,42267,86383,215.6,48,14,No Limit
SCM6962,24984,41427,140.28,0,6,No Limit
SCM6963,34707,26673,147.5,9,2,No Limit
SCM6964,77750,96193,316.83,12,17,Below 2L
SCM6965,44412,89680,359.23,28,3,Below 2L
SCM6966,40869,43436,288.31,46,7,No Limit
SCM6967,9675,99782,488.1,4,4,Below 2L
SCM6968,35174,15137,472.44,10,12,No Limit
SCM6969,47098,17848,49.32,26,8,2L-5L
SCM6970,25856,20036,130.76,38,8,2L-5L
,10764,82398,434.21,35,10,Above 5L
SCM6972,15214,91593,14.93,26,18,2L-5L
SCM6973,21624,59966,296.14,42,17,2L-5L
SCM6974,11259,25381,477.25,38,,Below 2L
SCM6975,13399,94288,339.39,45,,Below 2L
SCM6976,28132,32514,46.06,24,13,No Limit
SCM6977,41497,25879,373.93,38,3,Above 5L
SCM6978,555,41882,188.3,23,16,Below 2L
SCM6979,42629,74692,460.77,41,3,2L-5L
SCM6980,42678,16815,143.23,47,9,No Limit
SCM6981,44672,54926,236.67,30,11,2L-5L
SCM6982,34380,3625,373.33,6,1,2L-5L
SCM6983,4838,2549,,24,13,2L-5L
SCM6984,32366,19191,90.97,21,6,Above 5L
SCM6985,16875,49354,1.45,10,4,Above 5L
SCM6986,35489,65570,244.03,24,19,Below 2L
,15818,72355,464.32,18,2,Below 2L
SCM6988,6276,4063,,3,0,2L-5L
SCM6989,48363,92845,21.78,24,3,Below 2L
SCM6990,9212,22121,310.25,33,6,No Limit
SCM6991,22203,81062,28.18,27,4,2L-5L
SCM6992,38909,78058,253.51,15,14,No Limit
SCM6993,27133,13120,190.83,1,12,No Limit
SCM6994,20084,2361,237.76,25,12,2L-5L
SCM6995,31842,40344,81.4,7,6,Below 2L
SCM6996,38078,51139,45.19,42,1,No Limit
SCM6997,4608,85162,374.52,25,7,No Limit
SCM6998,39310,6995,122.91,37,3,Above 5L
,6316,15135,400.23,20,0,Above 5L
SCM7000,24369,27330,379.25,49,15,2L-5L
SCM7001,360,48743,99.27,16,5,2L-5L
SCM7002,6933,70046,454.15,29,7,No Limit
SCM7003,9627,99647,80.72,42,15,Below 2L
SCM7004,46114,22397,398.59,37,7,Below 2L
SCM7005,6044,92085,210.32,43,,2L-5L
SCM7006,22618,66379,91.59,11,11,No Limit
,23359,69379,469.06,30,5,Below 2L
SCM7008,29960,22806,481.63,43,4,2L-5L
SCM7009,31659,76523,255.74,36,15,Below 2L
SCM7010,33202,1563,234.64,Unknown,1,2L-5L
SCM7011,7769,53188,450.43,46,7,2L-5L
SCM7012,35647,68322,298.11,6,10,2L-5L
SCM7013,25479,70992,133.09,6,10,Above 5L
SCM7014,23812,98737,212.66,34,9,Above 5L
SCM7015,19291,6165,418.01,26,1,Below 2L
SCM7016,13359,3185,429.8,25,10,Above 5L
SCM7017,38058,86173,469.63,39,9,2L-5L
SCM7018,25616,50642,144.2,42,1,Above 5L
SCM7019,36031,89028,340.01,18,10,2L-5L
SCM7020,9194,93706,34.29,21,2,Below 2L
,11724,37502,362.98,0,19,2L-5L
SCM7022,23972,1034,281.64,33,7,Above 5L
SCM7023,32891,4272,124.96,49,9,Below 2L
SCM7024,4752,50665,327.35,31,19,Below 2L
SCM7025,35616,80696,67.68,28,3,Above 5L
SCM7026,26072,66471,166.97,21,,No Limit
SCM7027,81950,13274,200.52,19,12,No Limit
SCM7028,3457,85808,388.59,27,13,2L-5L
SCM7029,12196,47571,154.46,44,10,Above 5L
SCM7030,8195,91896,24.61,49,14,2L-5L
SCM7031,10780,64218,90.45,27,1,2L-5L
SCM7032,40951,34308,304.09,7,2,No Limit
SCM7033,28342,91210,7.72,46,,Below 2L
SCM7034,26433,12053,396.14,20,8,2L-5L
SCM7035,13269,55889,450.57,17,10,Below 2L
SCM7036,24639,78798,247.75,41,10,Below 2L
SCM7037,39937,30676,353.84,14,,2L-5L
SCM7038,21822,17539,,9,7,2L-5L
SCM7039,19016,47479,154.45,26,,2L-5L
SCM7040,38205,58919,82.52,17,4,Above 5L
SCM7041,3873,64110,259.13,Unknown,9,2L-5L
,48294,75683,464.95,37,5,No Limit
SCM7043,30045,13907,445,32,19,Below 2L
SCM7044,21145,48725,459.82,45,1,2L-5L
SCM7045,2157,20902,483.21,29,3,Below 2L
SCM7046,17161,53152,,2,16,Above 5L
SCM7047,132380,82278,73.35,0,2,Below 2L
SCM7048,35842,62915,213.94,9,9,Above 5L
SCM7049,24960,17890,344.69,48,2,No Limit
SCM7050,16003,91355,219.9,0,10,2L-5L
SCM7051,291420,24491,446.19,47,1,Above 5L
SCM7052,39312,10682,358.73,32,15,2L-5L
SCM7053,18324,14043,1585.1,28,18,Above 5L
SCM7054,1978,82632,35.61,34,10,Below 2L
SCM7055,39157,28688,87.75,36,18,Above 5L
,9902,84434,214.13,30,15,2L-5L
SCM7057,28638,70494,488.19,45,5,Below 2L
SCM7058,48863,51656,167.27,45,19,No Limit
SCM7059,23703,55343,315.02,49,14,2L-5L
SCM7060,48631,75466,494.45,6,16,Above 5L
SCM7061,15137,36306,132.09,19,17,No Limit
SCM7062,11790,94415,83.42,42,14,No Limit
SCM7063,10423,99362,273.21,21,9,Above 5L
SCM7064,3414,75632,1379.95,41,16,Above 5L
SCM7065,46285,86836,460.95,11,7,Above 5L
SCM7066,34246,63563,13.31,9,14,No Limit
SCM7067,14456,59312,203.75,37,,No Limit
SCM7068,11369,39360,156.24,30,18,Below 2L
SCM7069,44074,39966,285.57,39,1,Below 2L
SCM7070,5440,52890,4.76,38,14,Above 5L
SCM7071,44952,61544,355.56,44,3,Below 2L
,42775,62196,242.55,20,0,Below 2L
SCM7073,33320,13564,350.37,22,11,No Limit
SCM7074,41401,78555,223.96,30,7,2L-5L
SCM7075,492,34504,237.15,43,9,2L-5L
SCM7076,5571,18576,447.79,43,3,2L-5L
SCM7077,8237,25117,,29,17,No Limit
SCM7078,14097,93020,108.82,21,7,Below 2L
SCM7079,19534,55582,279.78,44,2,Below 2L
SCM7080,42030,43601,330.15,20,10,Above 5L
SCM7081,30378,36072,177.41,40,13,Below 2L
SCM7082,10497,1675,259.8,19,15,Below 2L
SCM7083,31630,3574,114.01,27,0,No Limit
SCM7084,48464,24315,68.04,38,19,Below 2L
SCM7085,4894,75296,119.21,15,14,Below 2L
SCM7086,23894,50317,458.19,18,11,Below 2L
SCM7087,16649,48602,400.93,23,14,No Limit
SCM7088,41314,11686,70.21,42,15,No Limit
SCM7089,41361,67794,23.38,30,3,No Limit
SCM7090,6463,16426,46.68,4,6,2L-5L
,44163,2926,146.79,16,4,No Limit
SCM7092,8179,64860,405.7,0,13,Below 2L
SCM7093,12132,94614,160.76,36,9,Above 5L
SCM7094,43616,26435,92.91,29,11,Above 5L
SCM7095,1605,30718,197.98,31,13,No Limit
SCM7096,9548,89252,62.11,31,18,Below 2L
,13340,22594,235.16,1,17,No Limit
SCM7098,40277,35596,,33,17,No Limit
SCM7099,30839,17857,184.49,43,1,Below 2L
SCM7100,33077,66748,86.89,28,10,2L-5L
SCM7101,20277,27005,226.65,4,14,2L-5L
SCM7102,19531,85450,381.27,29,4,Above 5L
SCM7103,2219,12448,38.39,42,4,No Limit
SCM7104,277,44153,35.56,44,19,2L-5L
,34414,19087,159.12,17,6,No Limit
SCM7106,47054,80096,207.58,13,1,Below 2L
SCM7107,10326,61504,108.31,36,0,2L-5L
SCM7108,24974,76083,13.55,10,0,Above 5L
SCM7109,31085,40289,109.86,3,14,2L-5L
SCM7110,27243,42085,217.74,21,,2L-5L
SCM7111,12331,77201,39.81,48,5,Below 2L
SCM7112,49526,5690,357.97,45,12,No Limit
SCM7113,14116,50537,276.1,2,6,No Limit
SCM7114,14234,49194,,23,11,Below 2L
SCM7115,14182,94413,259.4,33,3,No Limit
SCM7116,49304,98250,327.94,Unknown,,No Limit
SCM7117,7875,59303,497.4,23,7,No Limit
SCM7118,16275,71695,387.58,15,17,2L-5L
,14233,31475,270.23,5,10,2L-5L
SCM7120,42483,63700,385.29,20,5,2L-5L
SCM7121,49236,25072,237.66,31,15,Below 2L
SCM7122,22527,59328,155.52,38,,2L-5L
SCM7123,14937,17365,131.05,21,2,Below 2L
SCM7124,10646,11115,199.8,46,5,No Limit
SCM7125,25092,13648,1.24,8,10,Below 2L
SCM7126,10848,4562,,17,4,Above 5L
SCM7127,25596,8082,63.35,11,17,Below 2L
SCM7128,1653,32139,480.17,5,13,2L-5L
SCM7129,25341,88417,32.52,26,4,No Limit
SCM7130,2569,10705,250.54,43,,Below 2L
SCM7131,49167,81082,,38,7,Above 5L
SCM7132,1574,80135,303.8,46,19,2L-5L
SCM7133,48654,21493,247.69,0,17,Above 5L
SCM7134,31209,47039,371.52,14,15,Below 2L
SCM7135,22961,10285,176.75,13,3,No Limit
SCM7136,46627,63273,484.7,12,11,2L-5L
SCM7137,33205,86472,,20,18,No Limit
SCM7138,39859,4850,,45,2,Above 5L
SCM7139,44219,82970,403.92,46,1,Below 2L
SCM7140,33955,95801,51.77,40,7,2L-5L
SCM7141,34161,86844,312.82,49,4,Below 2L
SCM7142,41716,2823,238.58,5,0,Below 2L
SCM7143,30172,99958,499.27,19,4,Below 2L
SCM7144,6064,20540,194.02,3,13,Below 2L
SCM7145,35696,37966,478.65,39,3,No Limit
SCM7146,6572,5304,201.95,18,7,Below 2L
SCM7147,20457,2694,340.88,42,15,2L-5L
SCM7148,23145,61528,321.87,39,4,Above 5L
SCM7149,6664,34051,43.32,9,10,Above 5L
SCM7150,1436,16872,,4,12,No Limit
SCM7151,43416,33161,104.41,1,7,Above 5L
SCM7152,48017,1672,194.28,30,10,No Limit
SCM7153,15281,96171,391.12,43,2,Above 5L
SCM7154,34535,16303,472.16,19,0,2L-5L
SCM7155,28706,9493,279.95,5,3,Above 5L
SCM7156,1312,18104,259.74,42,18,No Limit
SCM7157,2868,66499,252.51,18,13,Below 2L
SCM7158,29837,82997,408.3,17,1,2L-5L
SCM7159,45475,9171,496.56,29,13,Above 5L
SCM7160,27734,97638,316.83,6,6,Below 2L
SCM7161,49696,20545,189.37,16,10,2L-5L
SCM7162,9689,60040,109.41,3,2,No Limit
