Scheme_ID,Scheme_Name,Launch_Year,Sector,State_Coverage,Status,Scheme_Reach,Enrollment_Deadline
SCM6599,Swachh Bharat Abhiyan,2017,Women Empowerment,West Bengal,Active,State-level,Open
SCM6600,Pradhan Mantri Awas Yojana,1991,Housing,Tamil Nadu,Inactive,Local,30:21.1
SCM6601,Skill India,2003,Manufacturing,Telangana,Active,State-level,30:21.1
SCM6602,Skill India,2002,Education,Karnataka,Merged,State-level,30:21.1
SCM6603,Ujjwala Yojana,1991,Health,Telangana,Revamped,Local,30:21.1
SCM6604,Ujjwala Yojana,1993,,West Bengal,Merged,Local,30:21.1
SCM6605,Jan Dhan Yojana,2001,Employment,Karnataka,Merged,Local,30:21.1
SCM6606,Skill India,1999,Manufacturing,Bihar,Active,Local,30:21.0
,National Health Mission,1992,Education,Bihar,Merged,State-level,30:21.1
SCM6608,Sarva Shiksha Abhiyan,1993,Entrepreneurship,Gujarat,Revamped,Local,30:21.1
SCM6609,Skill India,1995,Women Empowerment,Karnataka,Inactive,Pan-India,30:21.1
SCM6610,Jan Dhan Yojana,2012,Education,West Bengal,Inactive,State-level,30:21.1
SCM6611,Beti Bachao Beti Padhao,1994,Entrepreneurship,Madhya Pradesh,Inactive,State-level,30:21.1
SCM6612,Skill India,1992,Manufacturing,Bihar,Active,Local,30:21.1
SCM6613,Digital India,1999,Entrepreneurship,Karnataka,Revamped,Pan-India,30:21.0
SCM6614,Pradhan Mantri Awas Yojana,2008,Technology,West Bengal,Active,State-level,30:21.1
,Sarva Shiksha Abhiyan,2003,Health,Uttar Pradesh,Merged,Pan-India,30:21.1
SCM6616,Ujjwala Yojana,2010,Entrepreneurship,Uttar Pradesh,Revamped,Pan-India,30:21.0
SCM6617,AMRUT,2017,,Uttar Pradesh,Merged,Local,30:21.0
SCM6618,Jan Dhan Yojana,2010,Entrepreneurship,Gujarat,Revamped,State-level,30:21.1
SCM6619,Jan Dhan Yojana,2013,Technology,Karnataka,Inactive,Pan-India,30:21.0
SCM6620,PM Kisan Samman Nidhi,2006,Housing,Telangana,Revamped,Pan-India,30:21.0
SCM6621,Jan Dhan Yojana,2011,Technology,West Bengal,Active,Local,30:21.1
SCM6622,Jan Dhan Yojana,2008,Entrepreneurship,Madhya Pradesh,Inactive,State-level,30:21.0
SCM6623,Smart Cities Mission,1999,Women Empowerment,West Bengal,Revamped,Pan-India,30:21.0
,Mahatma Gandhi National Rural Employment Guarantee Act,2000,Education,Uttar Pradesh,Active,State-level,30:21.0
SCM6625,Beti Bachao Beti Padhao,1991,Women Empowerment,Gujarat,Active,State-level,30:21.1
SCM6626,Digital India,2022,Women Empowerment,Uttar Pradesh,Merged,State-level,30:21.1
SCM6627,Beti Bachao Beti Padhao,2020,Manufacturing,Madhya Pradesh,Inactive,Pan-India,30:21.1
SCM6628,Pradhan Mantri Awas Yojana,2024,,Uttar Pradesh,Revamped,Local,30:21.0
SCM6629,Mahatma Gandhi National Rural Employment Guarantee Act,2012,Manufacturing,Rajasthan,Revamped,State-level,30:21.0
SCM6630,Sarva Shiksha Abhiyan,2015,,Tamil Nadu,Inactive,Pan-India,30:21.0
SCM6631,Stand Up India,2014,Employment,Tamil Nadu,Merged,Pan-India,30:21.0
SCM6632,Pradhan Mantri Awas Yojana,2006,Health,Madhya Pradesh,Merged,Local,30:21.0
SCM6633,Make in India,2004,Employment,Tamil Nadu,Inactive,State-level,30:21.0
SCM6634,Mahatma Gandhi National Rural Employment Guarantee Act,1993,Housing,Madhya Pradesh,Inactive,Local,30:21.1
SCM6635,Ayushman Bharat,2011,Education,Bihar,Inactive,Pan-India,30:21.1
SCM6636,Sarva Shiksha Abhiyan,2006,Women Empowerment,Madhya Pradesh,Active,State-level,30:21.0
SCM6637,Sarva Shiksha Abhiyan,2011,Education,Tamil Nadu,Inactive,Pan-India,30:21.1
SCM6638,PM Kisan Samman Nidhi,2006,Women Empowerment,West Bengal,Merged,Pan-India,30:21.1
SCM6639,Beti Bachao Beti Padhao,2003,Health,Gujarat,Revamped,Pan-India,30:21.1
SCM6640,Ujjwala Yojana,2003,Entrepreneurship,Bihar,Revamped,Local,30:21.1
SCM6641,Jan Dhan Yojana,2006,Housing,West Bengal,Merged,Local,30:21.1
SCM6642,National Health Mission,1997,Health,Uttar Pradesh,Revamped,Pan-India,30:21.0
,Smart Cities Mission,2023,Technology,Rajasthan,Merged,State-level,30:21.1
SCM6644,Mahatma Gandhi National Rural Employment Guarantee Act,2015,Technology,Gujarat,Active,State-level,30:21.1
SCM6645,Startup India,2019,Manufacturing,Karnataka,Revamped,Pan-India,30:21.1
SCM6646,Pradhan Mantri Awas Yojana,2011,Women Empowerment,Madhya Pradesh,Active,Local,30:21.1
SCM6647,Stand Up India,2005,Health,Karnataka,Revamped,Local,30:21.0
SCM6648,Saubhagya Yojana,2019,Manufacturing,Telangana,Inactive,Pan-India,30:21.1
SCM6649,Beti Bachao Beti Padhao,2005,Technology,Tamil Nadu,Active,State-level,30:21.0
SCM6650,Startup India,2013,Technology,Bihar,Active,State-level,Open
SCM6651,Jan Dhan Yojana,2024,Manufacturing,Tamil Nadu,Active,State-level,Open
SCM6652,Sarva Shiksha Abhiyan,1995,Education,Uttar Pradesh,Merged,Pan-India,30:21.0
SCM6653,Make in India,1993,Health,Bihar,Revamped,Local,30:21.0
SCM6654,AMRUT,2007,Education,Telangana,Inactive,Pan-India,Open
SCM6655,Pradhan Mantri Awas Yojana,1995,Technology,Madhya Pradesh,Merged,State-level,Open
SCM6656,Ujjwala Yojana,2015,Education,Tamil Nadu,Revamped,Local,30:21.1
,Mahatma Gandhi National Rural Employment Guarantee Act,2016,Women Empowerment,Gujarat,Active,Pan-India,30:21.1
SCM6658,Beti Bachao Beti Padhao,2000,Employment,Gujarat,Merged,Local,30:21.0
SCM6659,Sarva Shiksha Abhiyan,2005,Employment,Uttar Pradesh,Inactive,State-level,30:21.1
SCM6660,AMRUT,2008,Education,Bihar,Active,State-level,30:21.0
SCM6661,Make in India,2004,Education,Gujarat,Merged,Local,30:21.0
SCM6662,Saubhagya Yojana,2015,Women Empowerment,West Bengal,Active,Local,30:21.0
SCM6663,Ayushman Bharat,2020,Manufacturing,Uttar Pradesh,Revamped,Pan-India,30:21.0
SCM6664,Beti Bachao Beti Padhao,2008,Education,Telangana,Revamped,Local,30:21.1
,Ujjwala Yojana,2013,Housing,Maharashtra,Inactive,Local,30:21.0
SCM6666,Mahatma Gandhi National Rural Employment Guarantee Act,1998,Health,Rajasthan,Revamped,Local,30:21.0
SCM6667,Smart Cities Mission,2012,Housing,Tamil Nadu,Revamped,Pan-India,30:21.0
,Ujjwala Yojana,1993,Employment,Rajasthan,Revamped,Local,30:21.1
SCM6669,Sarva Shiksha Abhiyan,1999,Housing,West Bengal,Active,Pan-India,30:21.1
SCM6670,Saubhagya Yojana,1998,Entrepreneurship,Maharashtra,Active,Local,Open
SCM6671,Make in India,2008,Entrepreneurship,West Bengal,Revamped,Pan-India,30:21.1
SCM6672,Ujjwala Yojana,2004,Employment,Tamil Nadu,Active,Pan-India,30:21.0
SCM6673,Mahatma Gandhi National Rural Employment Guarantee Act,2023,Housing,Maharashtra,Revamped,Local,Open
SCM6674,Make in India,2008,Health,Telangana,Inactive,Pan-India,30:21.0
SCM6675,Digital India,2010,Women Empowerment,Uttar Pradesh,Merged,State-level,30:21.1
SCM6676,Ujjwala Yojana,2023,,Bihar,Merged,State-level,30:21.0
SCM6677,AMRUT,2006,Entrepreneurship,Maharashtra,Revamped,Local,30:21.0
SCM6678,Beti Bachao Beti Padhao,2007,Employment,Telangana,Inactive,Local,30:21.0
SCM6679,Swachh Bharat Abhiyan,2006,Housing,Tamil Nadu,Revamped,State-level,30:21.1
,Stand Up India,1991,Housing,Madhya Pradesh,Merged,Local,30:21.0
,Make in India,1990,Housing,West Bengal,Inactive,Local,30:21.1
SCM6682,Saubhagya Yojana,1999,Manufacturing,Telangana,Active,Local,30:21.1
SCM6683,Make in India,1994,Housing,Rajasthan,Merged,Pan-India,30:21.1
,Smart Cities Mission,2001,Education,Uttar Pradesh,Merged,Local,30:21.1
SCM6685,Jan Dhan Yojana,2020,Entrepreneurship,Tamil Nadu,Revamped,State-level,30:21.0
SCM6686,Saubhagya Yojana,1998,Technology,Tamil Nadu,Inactive,State-level,30:21.0
SCM6687,Swachh Bharat Abhiyan,2015,Entrepreneurship,Maharashtra,Inactive,State-level,30:21.0
SCM6688,PM Kisan Samman Nidhi,2004,Manufacturing,Madhya Pradesh,Active,State-level,30:21.0
SCM6689,Sarva Shiksha Abhiyan,2005,Entrepreneurship,Karnataka,Inactive,State-level,30:21.1
,Stand Up India,2002,Entrepreneurship,Tamil Nadu,Revamped,Pan-India,30:21.0
SCM6691,Jan Dhan Yojana,2014,Employment,Uttar Pradesh,Inactive,Pan-India,30:21.0
SCM6692,Digital India,2019,,Telangana,Inactive,Local,30:21.1
SCM6693,Beti Bachao Beti Padhao,1996,Technology,West Bengal,Inactive,Pan-India,30:21.0
SCM6694,Ayushman Bharat,1993,Housing,West Bengal,Active,Pan-India,30:21.0
SCM6695,Stand Up India,2019,Education,Karnataka,Active,Pan-India,30:21.0
SCM6696,AMRUT,1999,Education,Madhya Pradesh,Merged,Pan-India,Open
SCM6697,Startup India,2019,Employment,Maharashtra,Merged,State-level,30:21.1
SCM6698,Skill India,1996,Education,Uttar Pradesh,Active,Pan-India,30:21.1
SCM6699,Pradhan Mantri Awas Yojana,2024,Employment,Maharashtra,Inactive,Pan-India,30:21.0
,Startup India,2013,Technology,Gujarat,Active,Local,30:21.1
SCM6701,Smart Cities Mission,2009,Technology,Tamil Nadu,Active,Local,30:21.0
SCM6702,Ujjwala Yojana,2021,Women Empowerment,Telangana,Revamped,Pan-India,30:21.1
SCM6703,Make in India,2015,Technology,Maharashtra,Inactive,Pan-India,30:21.1
SCM6704,AMRUT,2015,Education,Rajasthan,Active,Pan-India,30:21.0
SCM6705,Saubhagya Yojana,2024,,Bihar,Revamped,Pan-India,30:21.1
SCM6706,Saubhagya Yojana,2024,Technology,West Bengal,Merged,Pan-India,30:21.1
SCM6707,National Health Mission,2001,Women Empowerment,Rajasthan,Revamped,Local,30:21.0
SCM6708,Digital India,2022,Health,Tamil Nadu,Inactive,Local,30:21.1
SCM6709,Beti Bachao Beti Padhao,2003,Housing,Tamil Nadu,Merged,Pan-India,30:21.0
SCM6710,Saubhagya Yojana,2022,Health,Tamil Nadu,Merged,State-level,Open
SCM6711,AMRUT,2013,Entrepreneurship,West Bengal,Inactive,Local,30:21.0
SCM6712,Startup India,2004,Manufacturing,Madhya Pradesh,Merged,State-level,30:21.1
SCM6713,Beti Bachao Beti Padhao,2020,Employment,Tamil Nadu,Merged,Pan-India,30:21.1
SCM6714,AMRUT,2006,Women Empowerment,Rajasthan,Revamped,Local,30:21.1
SCM6715,Jan Dhan Yojana,2001,Education,Bihar,Merged,Pan-India,30:21.0
SCM6716,Ujjwala Yojana,2011,Education,Gujarat,Inactive,Pan-India,Open
SCM6717,Ujjwala Yojana,2012,Entrepreneurship,Tamil Nadu,Merged,Pan-India,30:21.0
SCM6718,Make in India,2015,Education,West Bengal,Revamped,Pan-India,Open
SCM6719,AMRUT,2003,Entrepreneurship,Madhya Pradesh,Active,State-level,30:21.0
SCM6720,Pradhan Mantri Awas Yojana,2001,Women Empowerment,Tamil Nadu,Merged,Pan-India,30:21.1
SCM6721,Swachh Bharat Abhiyan,1993,Health,Tamil Nadu,Inactive,Pan-India,30:21.0
SCM6722,Ujjwala Yojana,2002,Manufacturing,Rajasthan,Active,Pan-India,30:21.1
SCM6723,Make in India,2007,Employment,Gujarat,Merged,Local,30:21.1
SCM6724,Ayushman Bharat,2017,Education,Maharashtra,Inactive,Local,30:21.1
SCM6725,Make in India,2008,Manufacturing,Bihar,Revamped,Local,30:21.1
SCM6726,Mahatma Gandhi National Rural Employment Guarantee Act,1992,Manufacturing,West Bengal,Active,Local,30:21.1
SCM6727,PM Kisan Samman Nidhi,2008,Manufacturing,Telangana,Revamped,State-level,Open
SCM6728,Mahatma Gandhi National Rural Employment Guarantee Act,2009,Housing,Uttar Pradesh,Revamped,Local,30:21.0
SCM6729,Saubhagya Yojana,2014,Manufacturing,West Bengal,Revamped,Local,30:21.1
SCM6730,Digital India,2000,Technology,Madhya Pradesh,Inactive,State-level,Open
SCM6731,Jan Dhan Yojana,2006,Entrepreneurship,Gujarat,Inactive,Pan-India,30:21.1
SCM6732,Saubhagya Yojana,2024,Housing,Madhya Pradesh,Revamped,Pan-India,30:21.1
SCM6733,AMRUT,2003,Technology,West Bengal,Revamped,Local,30:21.0
SCM6734,PM Kisan Samman Nidhi,2008,Housing,Tamil Nadu,Inactive,Local,30:21.1
SCM6735,Smart Cities Mission,1992,Manufacturing,Telangana,Merged,State-level,30:21.1
SCM6736,Jan Dhan Yojana,2023,Education,Karnataka,Active,Local,30:21.0
SCM6737,Skill India,2011,Education,Uttar Pradesh,Inactive,Pan-India,30:21.0
SCM6738,Startup India,2016,Education,Bihar,Merged,Local,30:21.1
SCM6739,Pradhan Mantri Awas Yojana,2010,Education,Maharashtra,Inactive,Pan-India,30:21.1
SCM6740,Digital India,2020,Entrepreneurship,Telangana,Inactive,Local,30:21.1
SCM6741,Swachh Bharat Abhiyan,2016,Women Empowerment,Uttar Pradesh,Active,Local,30:21.0
SCM6742,Beti Bachao Beti Padhao,1991,Education,Gujarat,Inactive,State-level,30:21.0
SCM6743,Make in India,1998,Employment,Gujarat,Merged,Local,Open
SCM6744,Jan Dhan Yojana,2008,Manufacturing,Maharashtra,Inactive,Pan-India,30:21.0
SCM6745,Smart Cities Mission,1999,Housing,Madhya Pradesh,Active,Local,30:21.1
SCM6746,Stand Up India,1996,Employment,Tamil Nadu,Inactive,Local,30:21.1
SCM6747,Skill India,1993,Education,Rajasthan,Revamped,Pan-India,30:21.1
SCM6748,Stand Up India,2004,Employment,Telangana,Active,Local,30:21.0
SCM6749,Make in India,2001,Housing,Bihar,Inactive,State-level,30:21.1
SCM6750,Jan Dhan Yojana,1995,Education,Uttar Pradesh,Revamped,Local,30:21.0
SCM6751,Ujjwala Yojana,1998,Employment,Rajasthan,Revamped,Local,30:21.1
SCM6752,Startup India,2024,Entrepreneurship,Maharashtra,Active,Local,Open
SCM6753,Sarva Shiksha Abhiyan,1997,Entrepreneurship,Karnataka,Active,Pan-India,30:21.1
SCM6754,AMRUT,1996,Manufacturing,Tamil Nadu,Inactive,State-level,30:21.1
SCM6755,Beti Bachao Beti Padhao,1993,Women Empowerment,Karnataka,Merged,Local,30:21.0
SCM6756,Startup India,2002,Manufacturing,Madhya Pradesh,Active,Pan-India,30:21.1
SCM6757,Ujjwala Yojana,2008,Technology,Rajasthan,Inactive,Pan-India,30:21.0
SCM6758,Mahatma Gandhi National Rural Employment Guarantee Act,1996,Employment,Karnataka,Revamped,State-level,30:21.1
SCM6759,Startup India,1999,Housing,Rajasthan,Revamped,Local,30:21.0
,Make in India,2014,Entrepreneurship,Uttar Pradesh,Inactive,State-level,30:21.1
SCM6761,Ayushman Bharat,2024,Health,Karnataka,Active,Pan-India,30:21.1
SCM6762,Swachh Bharat Abhiyan,2014,Women Empowerment,Rajasthan,Inactive,State-level,30:21.1
SCM6763,Sarva Shiksha Abhiyan,2018,Manufacturing,Telangana,Inactive,State-level,30:21.0
SCM6764,Smart Cities Mission,2001,,West Bengal,Active,State-level,30:21.0
SCM6765,Ayushman Bharat,2001,Entrepreneurship,Bihar,Merged,Local,30:21.1
SCM6766,Mahatma Gandhi National Rural Employment Guarantee Act,1995,Technology,Madhya Pradesh,Merged,State-level,30:21.0
SCM6767,Swachh Bharat Abhiyan,1999,Education,Gujarat,Merged,Local,30:21.0
SCM6768,PM Kisan Samman Nidhi,1991,Employment,Tamil Nadu,Inactive,Pan-India,30:21.1
SCM6769,Startup India,2014,Technology,Karnataka,Active,Local,30:21.1
SCM6770,Swachh Bharat Abhiyan,1996,Women Empowerment,Gujarat,Merged,State-level,30:21.1
SCM6771,Saubhagya Yojana,2012,Entrepreneurship,Bihar,Active,State-level,30:21.1
SCM6772,Sarva Shiksha Abhiyan,2000,Entrepreneurship,West Bengal,Merged,Pan-India,30:21.1
SCM6773,Stand Up India,2012,Employment,Rajasthan,Revamped,Local,30:21.1
SCM6774,Jan Dhan Yojana,1996,Manufacturing,Rajasthan,Revamped,State-level,Open
SCM6775,AMRUT,2016,Manufacturing,Rajasthan,Active,Local,30:21.1
SCM6776,Ujjwala Yojana,2002,Health,Bihar,Merged,Local,30:21.1
SCM6777,Make in India,2006,Women Empowerment,Uttar Pradesh,Active,State-level,30:21.1
SCM6778,Mahatma Gandhi National Rural Employment Guarantee Act,2021,Health,Madhya Pradesh,Active,Local,30:21.1
SCM6779,Jan Dhan Yojana,2015,Manufacturing,Uttar Pradesh,Active,State-level,30:21.1
SCM6780,Pradhan Mantri Awas Yojana,2011,Manufacturing,Maharashtra,Inactive,Local,30:21.1
SCM6781,Digital India,2002,Women Empowerment,Telangana,Merged,Pan-India,30:21.1
,National Health Mission,2001,Technology,Gujarat,Merged,Local,30:21.1
SCM6783,AMRUT,1996,Women Empowerment,Uttar Pradesh,Active,State-level,30:21.1
,Ayushman Bharat,1990,Manufacturing,West Bengal,Revamped,State-level,30:21.1
SCM6785,PM Kisan Samman Nidhi,2022,Manufacturing,Maharashtra,Active,State-level,30:21.1
SCM6786,Jan Dhan Yojana,2003,Entrepreneurship,Rajasthan,Revamped,Pan-India,30:21.1
SCM6787,Digital India,2006,Health,Maharashtra,Merged,Local,30:21.0
SCM6788,National Health Mission,1993,Employment,Madhya Pradesh,Merged,Pan-India,30:21.1
SCM6789,Skill India,1990,Women Empowerment,West Bengal,Active,Pan-India,30:21.0
SCM6790,Startup India,2013,Housing,West Bengal,Inactive,State-level,30:21.0
SCM6791,National Health Mission,2023,Employment,Karnataka,Merged,Local,30:21.1
SCM6792,Swachh Bharat Abhiyan,2023,Women Empowerment,Uttar Pradesh,Merged,State-level,30:21.1
SCM6793,Startup India,2013,Education,Gujarat,Merged,Pan-India,30:21.1
SCM6794,Digital India,2004,Women Empowerment,Tamil Nadu,Inactive,State-level,30:21.0
SCM6795,Mahatma Gandhi National Rural Employment Guarantee Act,2006,Housing,Telangana,Merged,Pan-India,30:21.0
SCM6796,National Health Mission,2002,Entrepreneurship,Tamil Nadu,Active,Pan-India,30:21.1
SCM6797,Beti Bachao Beti Padhao,1996,Education,Gujarat,Revamped,Local,30:21.1
SCM6798,Stand Up India,1998,Health,Uttar Pradesh,Merged,Local,30:21.1
SCM6799,Stand Up India,2024,Housing,Uttar Pradesh,Merged,State-level,30:21.1
SCM6800,Beti Bachao Beti Padhao,2012,Manufacturing,Telangana,Inactive,Pan-India,30:21.0
SCM6801,AMRUT,2012,Education,Telangana,Revamped,Local,30:21.0
SCM6802,Smart Cities Mission,2015,Entrepreneurship,Tamil Nadu,Revamped,State-level,30:21.1
SCM6803,Mahatma Gandhi National Rural Employment Guarantee Act,1990,Women Empowerment,Gujarat,Inactive,Pan-India,30:21.1
SCM6804,National Health Mission,2003,,Uttar Pradesh,Active,Pan-India,30:21.0
SCM6805,AMRUT,2021,Housing,Rajasthan,Merged,Pan-India,30:21.0
SCM6806,Stand Up India,1999,Manufacturing,Madhya Pradesh,Revamped,Local,30:21.1
SCM6807,Saubhagya Yojana,1990,Education,Bihar,Revamped,Pan-India,30:21.0
SCM6808,Stand Up India,1994,Entrepreneurship,Gujarat,Active,Local,30:21.0
SCM6809,Startup India,1992,,Uttar Pradesh,Active,Pan-India,30:21.0
SCM6810,AMRUT,2016,Education,Gujarat,Merged,State-level,30:21.0
SCM6811,Ujjwala Yojana,2011,Housing,Madhya Pradesh,Inactive,State-level,30:21.1
SCM6812,Startup India,2007,Manufacturing,Telangana,Inactive,Local,30:21.1
SCM6813,Ayushman Bharat,2005,Health,Maharashtra,Active,State-level,30:21.1
SCM6814,National Health Mission,1991,Technology,Gujarat,Active,State-level,30:21.1
SCM6815,Sarva Shiksha Abhiyan,2002,Entrepreneurship,Maharashtra,Revamped,State-level,30:21.0
SCM6816,Sarva Shiksha Abhiyan,2005,Housing,Gujarat,Active,State-level,30:21.1
SCM6817,National Health Mission,1997,Women Empowerment,Telangana,Revamped,Pan-India,Open
SCM6818,Ujjwala Yojana,1997,Manufacturing,Tamil Nadu,Inactive,Local,30:21.0
SCM6819,Startup India,1999,Health,Karnataka,Inactive,Pan-India,30:21.0
SCM6820,Ujjwala Yojana,2022,Education,Karnataka,Revamped,State-level,30:21.1
SCM6821,Stand Up India,2020,Manufacturing,Tamil Nadu,Merged,Pan-India,30:21.1
SCM6822,AMRUT,2001,Technology,Karnataka,Inactive,State-level,30:21.0
SCM6823,Make in India,1998,Health,Bihar,Merged,State-level,30:21.0
SCM6824,Stand Up India,1998,Housing,Tamil Nadu,Revamped,State-level,30:21.1
SCM6825,National Health Mission,2007,Women Empowerment,Maharashtra,Merged,Pan-India,30:21.0
SCM6826,Sarva Shiksha Abhiyan,2019,Manufacturing,Tamil Nadu,Revamped,Pan-India,Open
SCM6827,Make in India,2021,Technology,Maharashtra,Revamped,Local,30:21.0
SCM6828,Saubhagya Yojana,2012,Manufacturing,Telangana,Active,Local,Open
SCM6829,Saubhagya Yojana,2000,Employment,Telangana,Inactive,State-level,30:21.0
SCM6830,Sarva Shiksha Abhiyan,2009,Entrepreneurship,Karnataka,Inactive,Local,Open
SCM6831,PM Kisan Samman Nidhi,2008,Manufacturing,Tamil Nadu,Revamped,Pan-India,30:21.0
SCM6832,Startup India,2015,Technology,Tamil Nadu,Merged,Local,30:21.1
SCM6833,Startup India,1999,Health,Bihar,Active,Local,30:21.0
SCM6834,Saubhagya Yojana,2013,Entrepreneurship,Gujarat,Merged,Local,30:21.1
SCM6835,Ujjwala Yojana,2002,Housing,Karnataka,Inactive,Pan-India,30:21.1
SCM6836,Digital India,2023,,Rajasthan,Merged,Local,30:21.1
SCM6837,Ujjwala Yojana,2018,Entrepreneurship,Tamil Nadu,Active,Pan-India,30:21.1
SCM6838,Startup India,1996,Employment,Rajasthan,Merged,Local,30:21.0
SCM6839,Mahatma Gandhi National Rural Employment Guarantee Act,2019,Women Empowerment,Uttar Pradesh,Inactive,Local,30:21.1
SCM6840,Mahatma Gandhi National Rural Employment Guarantee Act,2006,Housing,Rajasthan,Revamped,Local,30:21.1
SCM6841,Make in India,2002,Manufacturing,Madhya Pradesh,Inactive,Pan-India,30:21.1
SCM6842,Jan Dhan Yojana,2013,Technology,Rajasthan,Active,State-level,30:21.0
SCM6843,Jan Dhan Yojana,2020,Education,Gujarat,Revamped,Pan-India,30:21.1
SCM6844,Swachh Bharat Abhiyan,2016,Housing,Tamil Nadu,Active,State-level,30:21.1
SCM6845,Saubhagya Yojana,2010,Technology,Bihar,Inactive,Local,30:21.0
SCM6846,Digital India,1990,Women Empowerment,Maharashtra,Merged,Pan-India,30:21.0
SCM6847,Make in India,2004,Women Empowerment,West Bengal,Inactive,State-level,30:21.0
SCM6848,Jan Dhan Yojana,1992,Housing,Maharashtra,Merged,Local,30:21.0
SCM6849,Jan Dhan Yojana,1995,,Telangana,Revamped,Local,30:21.1
SCM6850,Skill India,2003,Health,Maharashtra,Merged,State-level,30:21.1
SCM6851,Beti Bachao Beti Padhao,2022,Housing,Gujarat,Merged,Pan-India,30:21.0
SCM6852,Pradhan Mantri Awas Yojana,1997,Technology,Gujarat,Revamped,Local,30:21.1
SCM6853,National Health Mission,2015,Women Empowerment,Rajasthan,Active,Local,30:21.1
SCM6854,Digital India,2004,Health,Telangana,Revamped,Local,30:21.1
SCM6855,PM Kisan Samman Nidhi,2003,Entrepreneurship,Bihar,Active,Local,30:21.1
SCM6856,National Health Mission,2009,Education,Gujarat,Revamped,Local,30:21.1
