Scheme_ID,Target_Age_Group,Target_Gender,Caste_Eligibility,Income_Criteria
SCM6356,60+,Male,ST,2L-5L
SCM6357,41-60,Male,General,2L-5L
SCM6358,60+,Female,OBC,Below 2L
SCM6359,60+,All,OBC,Below 2L
SCM6360,60+,All,All,No Limit
SCM6361,26-40,Male,OBC,Below 2L
SCM6362,60+,All,General,No Limit
SCM6363,26-40,All,OBC,2L-5L
SCM6364,18-25,Male,ST,No Limit
SCM6365,60+,Female,ST,No Limit
SCM6366,26-40,All,ST,Below 2L
SCM6367,60+,Female,OBC,Below 2L
SCM6368,18-25,Male,SC,Below 2L
SCM6369,41-60,Male,ST,Below 2L
SCM6370,41-60,All,ST,No Limit
SCM6371,18-25,All,ST,Below 2L
SCM6372,41-60,Female,All,2L-5L
SCM6373,60+,Female,SC,Above 5L
SCM6374,18-25,All,OBC,Above 5L
SCM6375,60+,Female,All,2L-5L
SCM6376,41-60,Female,All,Above 5L
SCM6377,26-40,Female,General,No Limit
SCM6378,60+,Male,OBC,Above 5L
SCM6379,41-60,Male,All,No Limit
SCM6380,41-60,Female,All,Above 5L
SCM6381,41-60,Female,ST,No Limit
SCM6382,26-40,Male,General,2L-5L
SCM6383,60+,Male,ST,Below 2L
SCM6384,18-25,Male,General,No Limit
SCM6385,18-25,Female,ST,Below 2L
SCM6386,26-40,All,OBC,2L-5L
SCM6387,41-60,Male,OBC,Below 2L
SCM6388,60+,Male,All,Above 5L
SCM6389,41-60,Male,General,2L-5L
SCM6390,41-60,Female,ST,2L-5L
SCM6391,26-40,Female,All,Above 5L
SCM6392,18-25,Female,OBC,Below 2L
SCM6393,60+,Male,OBC,No Limit
SCM6394,60+,Female,All,2L-5L
SCM6395,26-40,Female,All,No Limit
SCM6396,26-40,Female,ST,Below 2L
SCM6397,26-40,Female,All,No Limit
SCM6398,18-25,Female,OBC,No Limit
SCM6399,18-25,All,ST,Above 5L
SCM6400,60+,Male,OBC,2L-5L
SCM6401,26-40,Female,General,2L-5L
SCM6402,41-60,All,General,No Limit
SCM6403,60+,Male,OBC,Above 5L
SCM6404,41-60,Female,ST,2L-5L
SCM6405,60+,Male,OBC,Above 5L
SCM6406,60+,Male,All,2L-5L
SCM6407,18-25,All,General,Above 5L
SCM6408,18-25,Male,SC,2L-5L
SCM6409,60+,Female,All,Above 5L
SCM6410,60+,All,SC,No Limit
SCM6411,41-60,Female,OBC,2L-5L
SCM6412,60+,Female,SC,2L-5L
SCM6413,26-40,Female,General,Above 5L
SCM6414,26-40,Female,OBC,2L-5L
SCM6415,41-60,Male,General,Below 2L
SCM6416,60+,Female,All,Below 2L
SCM6417,41-60,All,General,No Limit
,60+,Male,General,No Limit
SCM6419,60+,Male,SC,Below 2L
SCM6420,41-60,Male,SC,Above 5L
SCM6421,60+,Male,OBC,Below 2L
SCM6422,18-25,Female,ST,2L-5L
SCM6423,41-60,All,General,Below 2L
SCM6424,26-40,Male,General,2L-5L
SCM6425,26-40,All,General,2L-5L
SCM6426,60+,Female,General,No Limit
SCM6427,41-60,All,SC,No Limit
SCM6428,18-25,Male,ST,Below 2L
SCM6429,26-40,All,General,Below 2L
SCM6430,60+,Female,General,2L-5L
SCM6431,41-60,Male,ST,Below 2L
SCM6432,26-40,Female,ST,Above 5L
SCM6433,18-25,Female,General,2L-5L
SCM6434,41-60,All,ST,2L-5L
SCM6435,41-60,Male,ST,No Limit
SCM6436,26-40,Male,All,2L-5L
SCM6437,26-40,All,ST,No Limit
SCM6438,26-40,Male,OBC,No Limit
SCM6439,41-60,All,General,2L-5L
SCM6440,41-60,Female,SC,Below 2L
SCM6441,18-25,All,OBC,Below 2L
SCM6442,60+,Male,All,2L-5L
SCM6443,18-25,All,All,No Limit
SCM6444,18-25,Female,OBC,No Limit
SCM6445,60+,All,SC,Above 5L
SCM6446,26-40,Male,ST,2L-5L
SCM6447,41-60,Female,ST,2L-5L
SCM6448,18-25,Male,General,No Limit
SCM6449,60+,Male,ST,2L-5L
SCM6450,18-25,All,ST,No Limit
SCM6451,18-25,Male,All,Below 2L
SCM6452,60+,Male,OBC,2L-5L
SCM6453,26-40,All,General,No Limit
SCM6454,18-25,All,OBC,No Limit
SCM6455,26-40,Male,ST,Above 5L
SCM6456,26-40,Male,General,No Limit
SCM6457,26-40,Male,General,Below 2L
SCM6458,18-25,Male,SC,Below 2L
SCM6459,18-25,Female,OBC,Above 5L
SCM6460,18-25,Male,All,2L-5L
SCM6461,18-25,Male,ST,No Limit
SCM6462,41-60,All,General,Below 2L
SCM6463,18-25,All,ST,No Limit
SCM6464,41-60,Female,General,Below 2L
SCM6465,26-40,Male,All,No Limit
SCM6466,18-25,Male,SC,Above 5L
,18-25,All,OBC,Above 5L
SCM6468,18-25,Male,ST,2L-5L
SCM6469,18-25,All,ST,No Limit
SCM6470,26-40,Female,All,Below 2L
SCM6471,26-40,All,General,2L-5L
SCM6472,18-25,Female,SC,2L-5L
SCM6473,60+,Male,ST,Below 2L
SCM6474,18-25,Male,General,Above 5L
SCM6475,18-25,Female,ST,Above 5L
SCM6476,60+,All,ST,Below 2L
SCM6477,18-25,Female,ST,No Limit
SCM6478,18-25,Female,General,Below 2L
SCM6479,26-40,Male,SC,No Limit
SCM6480,60+,Male,General,No Limit
SCM6481,26-40,All,SC,Below 2L
SCM6482,26-40,Male,SC,Below 2L
SCM6483,41-60,Male,All,No Limit
SCM6484,41-60,Female,All,Above 5L
SCM6485,18-25,Male,OBC,2L-5L
SCM6486,26-40,Female,General,2L-5L
SCM6487,26-40,Female,OBC,Above 5L
SCM6488,18-25,Female,ST,Above 5L
SCM6489,26-40,All,ST,No Limit
SCM6490,41-60,All,ST,No Limit
SCM6491,41-60,Female,ST,Above 5L
SCM6492,60+,Male,SC,Above 5L
SCM6493,41-60,Male,All,Above 5L
SCM6494,18-25,Female,ST,Above 5L
SCM6495,41-60,Male,SC,Above 5L
SCM6496,18-25,Female,OBC,Above 5L
SCM6497,41-60,Male,OBC,2L-5L
SCM6498,18-25,Female,ST,Above 5L
SCM6499,60+,Male,ST,2L-5L
SCM6500,60+,Female,All,2L-5L
SCM6501,41-60,Male,OBC,2L-5L
SCM6502,18-25,Female,All,No Limit
SCM6503,41-60,All,OBC,Below 2L
SCM6504,41-60,All,ST,Above 5L
SCM6505,18-25,Female,General,2L-5L
SCM6506,18-25,Male,All,No Limit
SCM6507,18-25,Male,ST,Above 5L
SCM6508,26-40,All,General,Above 5L
SCM6509,60+,Female,SC,Below 2L
SCM6510,18-25,Male,SC,No Limit
SCM6511,41-60,Male,OBC,Above 5L
SCM6512,41-60,Female,All,Below 2L
SCM6513,26-40,Male,SC,Above 5L
SCM6514,60+,All,General,No Limit
SCM6515,26-40,All,SC,Above 5L
SCM6516,60+,Male,SC,Below 2L
SCM6517,60+,Male,General,Below 2L
SCM6518,41-60,Male,OBC,No Limit
SCM6519,41-60,All,All,Below 2L
SCM6520,60+,Female,SC,Below 2L
SCM6521,26-40,All,OBC,Below 2L
SCM6522,60+,Female,All,No Limit
SCM6523,41-60,All,OBC,Below 2L
SCM6524,26-40,Male,All,No Limit
SCM6525,60+,Female,All,Below 2L
SCM6526,41-60,Female,All,Below 2L
SCM6527,60+,Female,SC,Below 2L
SCM6528,41-60,All,All,2L-5L
SCM6529,18-25,Female,All,2L-5L
SCM6530,41-60,All,ST,Above 5L
SCM6531,26-40,All,All,No Limit
SCM6532,60+,Female,OBC,No Limit
SCM6533,41-60,Female,SC,Below 2L
SCM6534,60+,All,OBC,Below 2L
SCM6535,26-40,Male,All,Below 2L
SCM6536,41-60,All,OBC,No Limit
SCM6537,18-25,All,General,Below 2L
SCM6538,18-25,All,SC,Above 5L
SCM6539,18-25,All,OBC,Below 2L
SCM6540,18-25,All,General,2L-5L
SCM6541,60+,Male,SC,No Limit
SCM6542,41-60,Female,OBC,Below 2L
SCM6543,18-25,Male,General,No Limit
SCM6544,18-25,Male,SC,Below 2L
SCM6545,18-25,Female,General,2L-5L
SCM6546,60+,All,ST,2L-5L
SCM6547,26-40,Female,OBC,No Limit
SCM6548,41-60,Male,OBC,Above 5L
SCM6549,41-60,Female,All,Above 5L
,60+,All,All,No Limit
SCM6551,26-40,Female,OBC,Below 2L
SCM6552,41-60,Female,SC,Above 5L
SCM6553,26-40,All,ST,Below 2L
SCM6554,18-25,Male,SC,2L-5L
SCM6555,41-60,All,OBC,No Limit
SCM6556,26-40,Female,OBC,No Limit
,18-25,Female,All,No Limit
SCM6558,18-25,Female,OBC,No Limit
SCM6559,18-25,All,OBC,Above 5L
SCM6560,60+,Male,All,Below 2L
SCM6561,60+,All,All,Below 2L
SCM6562,60+,All,General,Above 5L
SCM6563,41-60,Female,SC,No Limit
SCM6564,18-25,Female,OBC,2L-5L
SCM6565,41-60,Female,All,Above 5L
SCM6566,26-40,Female,ST,2L-5L
SCM6567,26-40,All,General,Below 2L
SCM6568,26-40,All,SC,Below 2L
SCM6569,26-40,Male,ST,Below 2L
SCM6570,60+,All,SC,Below 2L
SCM6571,60+,Male,SC,Below 2L
SCM6572,60+,Female,SC,Above 5L
SCM6573,26-40,Male,OBC,No Limit
SCM6574,60+,Male,All,Above 5L
SCM6575,41-60,All,SC,Above 5L
SCM6576,18-25,Female,General,No Limit
SCM6577,18-25,Female,All,Above 5L
SCM6578,18-25,Female,SC,Above 5L
SCM6579,26-40,All,All,2L-5L
SCM6580,26-40,Male,All,Below 2L
SCM6581,60+,Female,OBC,Above 5L
SCM6582,41-60,All,OBC,Above 5L
SCM6583,41-60,Female,ST,No Limit
SCM6584,18-25,All,All,2L-5L
SCM6585,26-40,Female,SC,No Limit
SCM6586,41-60,All,All,No Limit
SCM6587,18-25,All,General,2L-5L
SCM6588,18-25,Male,SC,No Limit
SCM6589,18-25,Female,ST,No Limit
,41-60,Female,ST,No Limit
SCM6591,26-40,Female,All,Below 2L
SCM6592,18-25,All,General,No Limit
SCM6593,26-40,Female,General,No Limit
SCM6594,41-60,All,ST,No Limit
SCM6595,18-25,Female,ST,No Limit
SCM6596,18-25,Female,OBC,2L-5L
SCM6597,26-40,All,All,2L-5L
SCM6598,18-25,Female,ST,2L-5L
SCM6599,26-40,Male,All,Below 2L
SCM6600,41-60,Male,General,Above 5L
SCM6601,60+,Male,All,Below 2L
SCM6602,18-25,All,ST,No Limit
SCM6603,60+,All,ST,Above 5L
SCM6604,41-60,Female,OBC,No Limit
SCM6605,18-25,All,ST,2L-5L
SCM6606,18-25,All,General,Above 5L
,60+,Female,ST,Above 5L
SCM6608,60+,Female,General,Above 5L
SCM6609,18-25,All,OBC,Below 2L
SCM6610,60+,Male,OBC,Above 5L
SCM6611,26-40,Female,All,Above 5L
SCM6612,41-60,Male,All,No Limit
SCM6613,41-60,All,General,Above 5L
SCM6614,26-40,All,ST,Below 2L
,41-60,All,General,Below 2L
SCM6616,41-60,All,ST,No Limit
SCM6617,60+,All,OBC,2L-5L
SCM6618,18-25,Female,All,No Limit
SCM6619,18-25,All,All,Above 5L
SCM6620,41-60,All,OBC,Above 5L
SCM6621,41-60,Male,ST,Below 2L
SCM6622,26-40,Female,ST,Above 5L
SCM6623,60+,All,General,Below 2L
,60+,Female,All,2L-5L
SCM6625,41-60,All,SC,Below 2L
SCM6626,18-25,Female,General,Above 5L
SCM6627,18-25,Male,SC,No Limit
SCM6628,18-25,Male,All,2L-5L
SCM6629,41-60,All,General,No Limit
SCM6630,60+,Male,ST,Above 5L
SCM6631,60+,Male,All,2L-5L
SCM6632,18-25,All,ST,No Limit
SCM6633,41-60,Male,SC,Above 5L
SCM6634,18-25,Male,SC,Above 5L
SCM6635,41-60,Female,OBC,Above 5L
SCM6636,26-40,Male,General,Below 2L
SCM6637,41-60,All,ST,Below 2L
SCM6638,41-60,Female,OBC,Below 2L
SCM6639,41-60,Female,OBC,Below 2L
SCM6640,18-25,Male,OBC,Above 5L
SCM6641,60+,Female,ST,Above 5L
SCM6642,26-40,All,All,Below 2L
,18-25,All,All,Above 5L
SCM6644,41-60,Male,All,No Limit
SCM6645,60+,Male,SC,Above 5L
SCM6646,18-25,All,General,Above 5L
SCM6647,41-60,Male,OBC,Below 2L
SCM6648,26-40,All,All,No Limit
SCM6649,18-25,All,OBC,2L-5L
SCM6650,26-40,All,SC,2L-5L
SCM6651,18-25,Female,OBC,No Limit
SCM6652,41-60,Male,SC,Below 2L
SCM6653,18-25,Female,SC,No Limit
SCM6654,26-40,Female,All,2L-5L
SCM6655,60+,Female,OBC,Above 5L
SCM6656,41-60,All,ST,Below 2L
,18-25,All,SC,No Limit
SCM6658,26-40,All,General,Below 2L
SCM6659,60+,Female,General,Below 2L
SCM6660,26-40,Male,All,No Limit
SCM6661,26-40,All,SC,No Limit
SCM6662,60+,Male,SC,No Limit
SCM6663,41-60,Female,ST,Below 2L
SCM6664,18-25,All,All,Below 2L
,26-40,All,OBC,2L-5L
SCM6666,26-40,All,ST,Above 5L
SCM6667,18-25,All,All,Above 5L
,60+,Female,ST,2L-5L
SCM6669,60+,All,OBC,Below 2L
SCM6670,18-25,Female,ST,2L-5L
SCM6671,26-40,All,General,Above 5L
SCM6672,41-60,Male,General,Below 2L
SCM6673,60+,All,ST,Above 5L
SCM6674,41-60,Female,ST,Below 2L
SCM6675,41-60,Male,ST,No Limit
SCM6676,41-60,Female,ST,Above 5L
SCM6677,60+,Female,ST,Below 2L
SCM6678,60+,Female,SC,2L-5L
SCM6679,26-40,Female,OBC,Below 2L
,26-40,Female,All,Below 2L
,41-60,All,ST,Above 5L
SCM6682,41-60,Female,General,2L-5L
SCM6683,26-40,Female,SC,Below 2L
,41-60,All,General,Below 2L
SCM6685,18-25,Female,All,Above 5L
SCM6686,18-25,Female,SC,Below 2L
SCM6687,41-60,Male,All,2L-5L
SCM6688,41-60,Male,ST,2L-5L
SCM6689,60+,All,All,No Limit
,18-25,Female,All,Below 2L
SCM6691,26-40,All,General,2L-5L
SCM6692,26-40,Male,ST,Below 2L
SCM6693,41-60,Female,General,Above 5L
SCM6694,18-25,Male,SC,Below 2L
SCM6695,26-40,All,ST,2L-5L
SCM6696,60+,Male,ST,No Limit
SCM6697,60+,All,All,Below 2L
SCM6698,26-40,All,OBC,No Limit
SCM6699,60+,All,ST,2L-5L
,41-60,All,General,No Limit
SCM6701,26-40,Male,General,2L-5L
SCM6702,60+,Male,All,Below 2L
SCM6703,18-25,All,General,Below 2L
SCM6704,18-25,All,All,Above 5L
SCM6705,26-40,Male,SC,Below 2L
SCM6706,60+,Male,General,Above 5L
SCM6707,60+,All,ST,Below 2L
SCM6708,18-25,All,SC,Below 2L
SCM6709,41-60,Male,ST,Below 2L
SCM6710,41-60,Female,SC,Above 5L
SCM6711,26-40,Female,OBC,Above 5L
SCM6712,41-60,Female,All,2L-5L
SCM6713,41-60,Female,OBC,Above 5L
SCM6714,60+,All,SC,Above 5L
SCM6715,26-40,Female,OBC,Below 2L
SCM6716,60+,Female,OBC,2L-5L
SCM6717,41-60,Female,General,2L-5L
SCM6718,26-40,All,OBC,No Limit
SCM6719,41-60,Female,ST,No Limit
SCM6720,26-40,All,OBC,2L-5L
SCM6721,41-60,All,ST,2L-5L
SCM6722,60+,All,ST,Below 2L
SCM6723,41-60,All,OBC,Above 5L
SCM6724,60+,Female,OBC,Above 5L
SCM6725,26-40,All,SC,No Limit
SCM6726,60+,Female,All,No Limit
SCM6727,18-25,Female,All,2L-5L
SCM6728,18-25,Female,OBC,No Limit
SCM6729,18-25,Female,All,Above 5L
SCM6730,41-60,Male,All,Above 5L
SCM6731,60+,All,OBC,2L-5L
SCM6732,60+,All,ST,2L-5L
SCM6733,41-60,All,ST,Below 2L
SCM6734,26-40,Female,ST,Below 2L
SCM6735,26-40,Male,General,2L-5L
SCM6736,26-40,Female,General,No Limit
SCM6737,26-40,Male,ST,2L-5L
SCM6738,41-60,All,General,Above 5L
SCM6739,41-60,All,All,2L-5L
SCM6740,26-40,All,ST,No Limit
SCM6741,26-40,Female,All,No Limit
SCM6742,60+,Female,ST,No Limit
SCM6743,26-40,All,General,Below 2L
SCM6744,18-25,Female,OBC,Above 5L
SCM6745,26-40,Female,General,Above 5L
SCM6746,18-25,All,SC,Below 2L
SCM6747,60+,Female,General,Below 2L
SCM6748,41-60,Male,SC,Above 5L
SCM6749,18-25,Female,All,2L-5L
SCM6750,26-40,Female,OBC,Below 2L
SCM6751,41-60,Female,All,Below 2L
SCM6752,60+,Female,All,No Limit
SCM6753,41-60,Male,General,No Limit
SCM6754,60+,Male,OBC,No Limit
SCM6755,26-40,All,All,Below 2L
SCM6756,26-40,All,SC,No Limit
SCM6757,41-60,All,OBC,No Limit
SCM6758,26-40,Female,General,Above 5L
SCM6759,18-25,Male,OBC,Below 2L
,18-25,Female,All,No Limit
SCM6761,18-25,Female,OBC,2L-5L
SCM6762,60+,Female,SC,2L-5L
SCM6763,41-60,All,All,No Limit
SCM6764,41-60,Female,OBC,2L-5L
SCM6765,41-60,Male,ST,Below 2L
SCM6766,41-60,Female,SC,Above 5L
SCM6767,60+,Male,General,No Limit
SCM6768,60+,Male,All,No Limit
SCM6769,60+,All,General,Below 2L
SCM6770,18-25,Male,All,Below 2L
SCM6771,60+,Female,SC,Above 5L
SCM6772,26-40,Male,ST,Below 2L
SCM6773,41-60,Male,OBC,No Limit
SCM6774,60+,Male,General,2L-5L
SCM6775,26-40,Male,All,2L-5L
SCM6776,26-40,Female,SC,No Limit
SCM6777,26-40,All,OBC,2L-5L
SCM6778,26-40,All,SC,Below 2L
SCM6779,18-25,Male,SC,2L-5L
SCM6780,18-25,All,OBC,2L-5L
SCM6781,41-60,Female,All,No Limit
,26-40,All,ST,Above 5L
SCM6783,26-40,Male,General,No Limit
,60+,All,ST,Below 2L
SCM6785,60+,All,All,Below 2L
SCM6786,18-25,Male,General,Below 2L
SCM6787,60+,Male,All,No Limit
SCM6788,41-60,Female,General,Below 2L
SCM6789,18-25,Male,All,2L-5L
SCM6790,18-25,All,ST,No Limit
SCM6791,60+,Female,General,2L-5L
SCM6792,41-60,Male,OBC,Below 2L
SCM6793,18-25,Female,SC,No Limit
SCM6794,41-60,All,OBC,Above 5L
SCM6795,41-60,Female,SC,Below 2L
SCM6796,60+,Female,OBC,Below 2L
SCM6797,26-40,Male,OBC,Above 5L
SCM6798,26-40,All,All,No Limit
SCM6799,60+,All,OBC,Below 2L
SCM6800,26-40,All,OBC,Below 2L
SCM6801,26-40,Female,OBC,No Limit
SCM6802,26-40,Male,ST,Above 5L
SCM6803,60+,All,SC,No Limit
SCM6804,26-40,Male,General,Below 2L
SCM6805,41-60,Female,ST,Above 5L
SCM6806,41-60,All,General,Below 2L
SCM6807,18-25,All,OBC,No Limit
SCM6808,41-60,Male,General,2L-5L
SCM6809,41-60,Male,General,Above 5L
SCM6810,26-40,All,OBC,No Limit
SCM6811,60+,Male,SC,No Limit
SCM6812,41-60,Male,ST,Above 5L
SCM6813,18-25,All,OBC,2L-5L
SCM6814,26-40,Male,OBC,2L-5L
SCM6815,18-25,Male,General,2L-5L
SCM6816,18-25,Female,SC,No Limit
SCM6817,41-60,All,OBC,Below 2L
SCM6818,18-25,Male,SC,No Limit
SCM6819,18-25,Male,SC,No Limit
SCM6820,60+,All,OBC,Below 2L
SCM6821,18-25,Male,ST,2L-5L
SCM6822,60+,Female,SC,No Limit
SCM6823,60+,Male,ST,Above 5L
SCM6824,26-40,Female,All,Below 2L
SCM6825,26-40,Female,General,2L-5L
SCM6826,26-40,Female,ST,Below 2L
SCM6827,18-25,All,General,Above 5L
SCM6828,18-25,Female,All,Above 5L
SCM6829,26-40,Male,OBC,No Limit
SCM6830,18-25,Female,OBC,No Limit
SCM6831,18-25,Male,SC,2L-5L
SCM6832,41-60,Male,All,2L-5L
SCM6833,60+,All,General,Below 2L
SCM6834,60+,Male,SC,2L-5L
SCM6835,26-40,Female,All,2L-5L
SCM6836,18-25,All,ST,2L-5L
SCM6837,26-40,Female,OBC,Above 5L
SCM6838,26-40,All,SC,2L-5L
SCM6839,26-40,Female,General,2L-5L
SCM6840,60+,Male,General,Above 5L
SCM6841,26-40,Male,SC,Above 5L
SCM6842,41-60,All,ST,Above 5L
SCM6843,60+,Female,SC,Below 2L
SCM6844,60+,All,General,Above 5L
SCM6845,26-40,Male,All,Below 2L
SCM6846,60+,All,OBC,2L-5L
SCM6847,41-60,Female,SC,2L-5L
SCM6848,41-60,Male,All,Above 5L
SCM6849,60+,Male,SC,2L-5L
SCM6850,26-40,Male,General,Below 2L
SCM6851,26-40,All,ST,2L-5L
SCM6852,60+,Male,OBC,No Limit
SCM6853,60+,Male,OBC,Below 2L
SCM6854,41-60,Male,SC,2L-5L
SCM6855,26-40,Male,ST,No Limit
SCM6856,18-25,All,SC,No Limit
,18-25,All,ST,2L-5L
SCM6858,26-40,Male,All,No Limit
SCM6859,60+,Female,All,Above 5L
SCM6860,41-60,Male,OBC,Above 5L
SCM6861,18-25,Male,SC,Below 2L
SCM6862,26-40,Female,General,Below 2L
SCM6863,41-60,Female,General,No Limit
SCM6864,60+,Female,General,No Limit
SCM6865,41-60,All,ST,Above 5L
SCM6866,18-25,Female,SC,2L-5L
SCM6867,41-60,Male,OBC,No Limit
SCM6868,60+,All,All,No Limit
SCM6869,41-60,Male,All,2L-5L
SCM6870,18-25,Female,General,Above 5L
SCM6871,41-60,Male,All,No Limit
SCM6872,41-60,Female,SC,2L-5L
SCM6873,18-25,All,All,Above 5L
SCM6874,41-60,All,All,Above 5L
SCM6875,18-25,Female,OBC,Above 5L
SCM6876,18-25,Male,ST,Above 5L
SCM6877,41-60,Female,General,Above 5L
SCM6878,18-25,Male,OBC,No Limit
SCM6879,26-40,Female,All,No Limit
SCM6880,60+,Male,General,Above 5L
SCM6881,60+,All,All,Above 5L
SCM6882,60+,Male,SC,Above 5L
SCM6883,26-40,Male,ST,Above 5L
SCM6884,26-40,Male,OBC,Below 2L
SCM6885,60+,Female,SC,No Limit
SCM6886,18-25,Male,All,Below 2L
SCM6887,41-60,Female,SC,2L-5L
SCM6888,18-25,Male,ST,2L-5L
SCM6889,41-60,All,ST,Below 2L
SCM6890,60+,Female,All,No Limit
SCM6891,41-60,Female,General,No Limit
SCM6892,18-25,All,General,No Limit
SCM6893,41-60,All,SC,Above 5L
SCM6894,60+,All,General,2L-5L
SCM6895,26-40,Male,General,Below 2L
SCM6896,26-40,All,ST,Below 2L
SCM6897,26-40,Male,SC,Below 2L
SCM6898,60+,Male,OBC,2L-5L
SCM6899,41-60,Male,All,No Limit
SCM6900,18-25,Male,SC,Above 5L
SCM6901,26-40,Female,All,Below 2L
SCM6902,60+,Female,OBC,Above 5L
SCM6903,60+,Female,General,No Limit
,60+,Male,General,Below 2L
SCM6905,60+,All,SC,No Limit
SCM6906,26-40,Male,General,Above 5L
SCM6907,41-60,All,OBC,No Limit
SCM6908,18-25,Male,All,Above 5L
SCM6909,60+,All,SC,No Limit
SCM6910,60+,Male,SC,2L-5L
SCM6911,60+,Female,ST,Below 2L
SCM6912,26-40,All,SC,2L-5L
SCM6913,60+,Female,All,Below 2L
SCM6914,41-60,Male,All,No Limit
SCM6915,60+,Female,OBC,2L-5L
SCM6916,60+,All,General,No Limit
SCM6917,26-40,All,All,No Limit
SCM6918,26-40,All,OBC,Below 2L
SCM6919,60+,Female,All,Below 2L
SCM6920,18-25,All,OBC,Below 2L
SCM6921,41-60,Female,SC,2L-5L
SCM6922,41-60,Female,OBC,2L-5L
SCM6923,41-60,All,All,2L-5L
,26-40,Female,General,Above 5L
SCM6925,41-60,Female,ST,Above 5L
SCM6926,41-60,Male,ST,No Limit
SCM6927,41-60,Female,ST,No Limit
SCM6928,41-60,All,OBC,Above 5L
SCM6929,18-25,Male,SC,Below 2L
SCM6930,41-60,All,General,2L-5L
SCM6931,41-60,Male,OBC,No Limit
SCM6932,18-25,Male,SC,Below 2L
SCM6933,26-40,Male,OBC,No Limit
SCM6934,60+,All,ST,Above 5L
SCM6935,26-40,Male,OBC,Below 2L
SCM6936,60+,Female,OBC,2L-5L
SCM6937,18-25,Male,General,No Limit
SCM6938,26-40,Female,General,Below 2L
SCM6939,26-40,Female,General,Above 5L
SCM6940,18-25,Male,OBC,No Limit
SCM6941,60+,Female,OBC,No Limit
SCM6942,18-25,Male,General,Above 5L
SCM6943,18-25,Male,ST,No Limit
SCM6944,26-40,All,ST,Above 5L
SCM6945,18-25,Male,General,Above 5L
SCM6946,26-40,Male,General,Below 2L
SCM6947,60+,Female,SC,Below 2L
SCM6948,41-60,Female,General,2L-5L
SCM6949,18-25,Male,OBC,Below 2L
SCM6950,26-40,Female,General,Below 2L
SCM6951,26-40,Male,OBC,2L-5L
SCM6952,41-60,Female,SC,Above 5L
SCM6953,26-40,Male,ST,Below 2L
SCM6954,18-25,All,SC,No Limit
SCM6955,60+,Male,General,Above 5L
SCM6956,41-60,Male,All,2L-5L
SCM6957,26-40,Female,SC,Below 2L
SCM6958,26-40,All,OBC,2L-5L
SCM6959,26-40,Male,All,Below 2L
SCM6960,41-60,All,General,2L-5L
SCM6961,41-60,Female,All,No Limit
SCM6962,41-60,Male,General,No Limit
SCM6963,60+,Female,All,No Limit
SCM6964,60+,Male,ST,Below 2L
SCM6965,60+,Male,General,Below 2L
SCM6966,18-25,All,OBC,No Limit
SCM6967,60+,Male,General,Below 2L
SCM6968,26-40,Female,SC,No Limit
SCM6969,18-25,Male,General,2L-5L
SCM6970,18-25,Male,ST,2L-5L
,41-60,Male,ST,Above 5L
SCM6972,60+,All,OBC,2L-5L
SCM6973,41-60,Male,General,2L-5L
SCM6974,26-40,Male,All,Below 2L
SCM6975,41-60,All,SC,Below 2L
SCM6976,18-25,All,ST,No Limit
SCM6977,18-25,All,ST,Above 5L
SCM6978,60+,All,General,Below 2L
SCM6979,41-60,All,ST,2L-5L
SCM6980,26-40,All,OBC,No Limit
SCM6981,26-40,Female,SC,2L-5L
SCM6982,18-25,Female,ST,2L-5L
SCM6983,41-60,Female,All,2L-5L
SCM6984,41-60,Female,ST,Above 5L
SCM6985,26-40,Female,All,Above 5L
SCM6986,26-40,All,OBC,Below 2L
,41-60,Female,All,Below 2L
SCM6988,26-40,All,General,2L-5L
SCM6989,60+,All,SC,Below 2L
SCM6990,18-25,Female,General,No Limit
SCM6991,26-40,Male,ST,2L-5L
SCM6992,26-40,Male,SC,No Limit
SCM6993,60+,Female,ST,No Limit
SCM6994,60+,Female,SC,2L-5L
SCM6995,60+,Male,ST,Below 2L
SCM6996,60+,Male,All,No Limit
SCM6997,26-40,Female,ST,No Limit
SCM6998,26-40,Male,ST,Above 5L
,41-60,All,All,Above 5L
SCM7000,18-25,Male,OBC,2L-5L
SCM7001,26-40,Male,All,2L-5L
SCM7002,26-40,Female,OBC,No Limit
SCM7003,41-60,All,OBC,Below 2L
SCM7004,18-25,All,OBC,Below 2L
SCM7005,26-40,Male,ST,2L-5L
SCM7006,60+,All,All,No Limit
,60+,Male,All,Below 2L
SCM7008,18-25,All,SC,2L-5L
SCM7009,18-25,Female,ST,Below 2L
SCM7010,41-60,Male,General,2L-5L
SCM7011,18-25,Male,General,2L-5L
SCM7012,41-60,Male,ST,2L-5L
SCM7013,26-40,Female,All,Above 5L
SCM7014,41-60,All,ST,Above 5L
SCM7015,18-25,Female,General,Below 2L
SCM7016,60+,All,OBC,Above 5L
SCM7017,26-40,Male,OBC,2L-5L
SCM7018,60+,Male,All,Above 5L
SCM7019,60+,All,SC,2L-5L
SCM7020,18-25,All,OBC,Below 2L
,41-60,All,OBC,2L-5L
SCM7022,60+,Male,OBC,Above 5L
SCM7023,18-25,Female,All,Below 2L
SCM7024,41-60,All,All,Below 2L
SCM7025,26-40,All,ST,Above 5L
SCM7026,26-40,Male,General,No Limit
SCM7027,60+,All,OBC,No Limit
