Scheme_ID,Feedback_Rating,Approval_Rate,Implementation_Score,Success_Rate,Application_Mode,Required_Documents,Scheme_Objective
SCM6736,2,57.73,2.24,,Both,"Caste Certificate, Income Certificate",Startup support
SCM6737,3,67.15,6.14,99.25,Offline,"Caste Certificate, Income Certificate",Sanitation awareness
SCM6738,1,73.81,7.58,55.82,Both,"Aadhaar, PAN, Bank Passbook",Health insurance coverage
SCM6739,4,95.94,1.07,33.84,Online,"Aadhaar, PAN, Bank Passbook",Employment generation
SCM6740,4,86.59,4.98,39.11,Online,"Aadhaar, PAN, Bank Passbook",Health insurance coverage
SCM6741,1,64.09,6.68,85.17,Offline,"Aadhaar, Income Certificate",Health insurance coverage
SCM6742,1,72.32,7.64,75.91,Both,"Aadhaar, Income Certificate",Housing for all
SCM6743,2,67.5,9.53,49.95,Both,"Ration Card, Aadhaar",Housing for all
SCM6744,1,96.99,1.15,57.39,Both,"Caste Certificate, Income Certificate",Skill development
SCM6745,3,58.73,9.09,86.78,Online,"Caste Certificate, Income Certificate",Sanitation awareness
SCM6746,4,95.78,9.7,58.92,Both,None,Education access
SCM6747,4,91.39,8.79,82.9,Online,"Aadhaar, Income Certificate",Financial inclusion
SCM6748,3,56.43,9.54,50.66,Both,None,Employment generation
SCM6749,3,63.66,2.07,80.74,Online,"Aadhaar, Income Certificate",Women empowerment
SCM6750,3,85.52,9.93,62.65,Both,"Aadhaar, PAN, Bank Passbook",Financial inclusion
SCM6751,2,85.36,7.89,68.17,Both,"Ration Card, Aadhaar",Education access
SCM6752,2,61.68,1.63,71.91,Both,"Caste Certificate, Income Certificate",Health insurance coverage
SCM6753,3,81.68,7.11,61.54,Offline,"Ration Card, Aadhaar",Health insurance coverage
SCM6754,4,84.37,7.33,62.63,Online,"Caste Certificate, Income Certificate",Sanitation awareness
SCM6755,4,53.6,6.66,48.6,Online,None,Housing for all
SCM6756,3,69.05,8.87,99,Online,"Aadhaar, Income Certificate",Health insurance coverage
SCM6757,4,95.31,7.74,93.41,Offline,"Aadhaar, PAN, Bank Passbook",Employment generation
SCM6758,1,95.02,2.46,66.92,Offline,"Aadhaar, PAN, Bank Passbook",Housing for all
SCM6759,2,83.09,3.25,32.42,Offline,"Aadhaar, Income Certificate",Financial inclusion
,3,82.63,5.17,,Offline,"Aadhaar, Income Certificate",Startup support
SCM6761,1,92.77,4.55,89.78,Both,"Aadhaar, PAN, Bank Passbook",Education access
SCM6762,2,67.11,6.97,95.16,Both,"Aadhaar, PAN, Bank Passbook",Startup support
SCM6763,3,52.48,2.23,41.29,Offline,None,Sanitation awareness
SCM6764,1,92.32,4.19,81.42,Online,"Ration Card, Aadhaar",Women empowerment
SCM6765,2,65.61,3.19,,Online,"Ration Card, Aadhaar",Women empowerment
SCM6766,4,83.64,3.64,51.24,Online,"Ration Card, Aadhaar",Skill development
SCM6767,2,74.41,7.4,60.53,Offline,"Aadhaar, Income Certificate",Skill development
SCM6768,2,57.24,1.72,77.41,Both,"Aadhaar, PAN, Bank Passbook",Startup support
SCM6769,3,70.92,8.99,37.09,Online,None,Housing for all
SCM6770,2,63.13,6.77,43.23,Both,"Aadhaar, Income Certificate",Skill development
SCM6771,3,50.41,4.7,32.33,Offline,"Aadhaar, PAN, Bank Passbook",Education access
SCM6772,4,76.2,5.37,93.15,Both,"Ration Card, Aadhaar",Skill development
SCM6773,3,78.2,7.28,70.17,Offline,None,Financial inclusion
SCM6774,2,65.3,7.58,66.64,Both,"Aadhaar, Income Certificate",Financial inclusion
SCM6775,3,64.71,8.24,79.44,Offline,"Aadhaar, PAN, Bank Passbook",Technology adoption
SCM6776,4,72.35,3.37,99.18,Both,None,Health insurance coverage
SCM6777,3,80.89,8.72,42.06,Both,"Caste Certificate, Income Certificate",Financial inclusion
SCM6778,1,98.43,8.48,39.32,Online,"Caste Certificate, Income Certificate",Education access
SCM6779,2,73.89,8.7,50.64,Both,None,Sanitation awareness
SCM6780,1,96.68,1.73,93.28,Both,"Caste Certificate, Income Certificate",Startup support
SCM6781,1,98.75,2.29,58.8,Both,"Ration Card, Aadhaar",Education access
,2,80.41,6.62,85.54,Offline,"Caste Certificate, Income Certificate",Startup support
SCM6783,3,78.03,9.58,44.2,Online,"Caste Certificate, Income Certificate",Technology adoption
,4,53.01,1.99,,Offline,"Aadhaar, Income Certificate",Health insurance coverage
SCM6785,1,61.16,7.65,38.92,Offline,None,Sanitation awareness
SCM6786,4,99.91,2.23,58.9,Online,"Caste Certificate, Income Certificate",Women empowerment
SCM6787,3,87.3,9.55,48.36,Online,"Aadhaar, Income Certificate",Skill development
SCM6788,3,83.4,8.2,68.46,Online,"Caste Certificate, Income Certificate",Sanitation awareness
SCM6789,1,78.33,3.6,84.63,Online,"Aadhaar, PAN, Bank Passbook",Employment generation
SCM6790,4,84.14,1.43,95.69,Online,"Aadhaar, PAN, Bank Passbook",Women empowerment
SCM6791,3,84.04,4.93,49.87,Online,"Aadhaar, Income Certificate",Financial inclusion
SCM6792,2,61.08,5.73,82.02,Offline,"Aadhaar, Income Certificate",Technology adoption
SCM6793,1,89.24,5.74,91.99,Both,"Caste Certificate, Income Certificate",Sanitation awareness
SCM6794,3,73.26,8.67,38.74,Both,"Ration Card, Aadhaar",Health insurance coverage
SCM6795,1,85.08,9.83,71.02,Both,"Aadhaar, PAN, Bank Passbook",Sanitation awareness
SCM6796,1,67.38,4.89,72.83,Offline,"Caste Certificate, Income Certificate",Housing for all
SCM6797,2,78.87,2.47,,Offline,"Aadhaar, Income Certificate",Housing for all
SCM6798,3,86.76,4.39,31.58,Both,"Aadhaar, PAN, Bank Passbook",Sanitation awareness
SCM6799,2,80.59,7.41,47.97,Both,"Caste Certificate, Income Certificate",Startup support
SCM6800,1,81.67,6.25,70.93,Both,"Aadhaar, PAN, Bank Passbook",Health insurance coverage
SCM6801,3,59.26,1.78,43.75,Both,"Aadhaar, Income Certificate",Employment generation
SCM6802,4,75.29,2.89,50.11,Online,"Aadhaar, PAN, Bank Passbook",Education access
SCM6803,1,63.72,7.24,79.55,Online,"Ration Card, Aadhaar",Startup support
SCM6804,3,68.51,7.28,57.88,Offline,None,Financial inclusion
SCM6805,2,90.09,6.48,34.58,Online,"Aadhaar, Income Certificate",Women empowerment
SCM6806,1,52.38,3.65,57.94,Both,"Aadhaar, PAN, Bank Passbook",Skill development
SCM6807,3,62.87,2.47,99.98,Both,"Caste Certificate, Income Certificate",Education access
SCM6808,2,89.46,3.06,48.27,Online,"Caste Certificate, Income Certificate",Technology adoption
SCM6809,4,92.32,8.27,48.57,Online,"Caste Certificate, Income Certificate",Housing for all
SCM6810,2,60.65,5.4,41.89,Offline,"Caste Certificate, Income Certificate",Health insurance coverage
SCM6811,1,58.26,4.16,49.01,Online,"Ration Card, Aadhaar",Employment generation
SCM6812,2,89.96,2.22,70.23,Both,"Aadhaar, Income Certificate",Technology adoption
SCM6813,3,85.87,4.53,97.52,Both,"Aadhaar, PAN, Bank Passbook",Employment generation
SCM6814,1,78.16,4.76,72.54,Online,"Ration Card, Aadhaar",Education access
SCM6815,1,72.9,8.97,58.69,Offline,None,Education access
SCM6816,3,93.76,9.46,57.27,Online,"Aadhaar, Income Certificate",Technology adoption
SCM6817,2,63.97,8.56,31.7,Offline,"Caste Certificate, Income Certificate",Skill development
SCM6818,3,82.38,4.49,30.18,Offline,"Ration Card, Aadhaar",Financial inclusion
SCM6819,3,96.5,6.03,85.8,Offline,None,Technology adoption
SCM6820,1,58.6,8.57,64.31,Both,None,Technology adoption
SCM6821,1,59.66,1.45,32.32,Both,"Aadhaar, PAN, Bank Passbook",Women empowerment
SCM6822,3,55.94,5.8,50.02,Online,"Aadhaar, PAN, Bank Passbook",Housing for all
SCM6823,4,63.35,4.59,54.97,Offline,"Ration Card, Aadhaar",Women empowerment
SCM6824,4,78.44,4.43,84.83,Both,None,Technology adoption
SCM6825,4,66.47,4.15,,Online,"Ration Card, Aadhaar",Employment generation
SCM6826,4,77.97,6.76,85.25,Online,"Ration Card, Aadhaar",Technology adoption
SCM6827,2,74.15,4.76,74.36,Offline,None,Startup support
SCM6828,1,76.55,3.9,32.32,Online,None,Employment generation
SCM6829,4,97.6,6.1,97.81,Online,"Ration Card, Aadhaar",Health insurance coverage
SCM6830,3,60.35,4.36,42.7,Online,"Caste Certificate, Income Certificate",Sanitation awareness
SCM6831,1,83.53,1.31,49.29,Offline,"Aadhaar, PAN, Bank Passbook",Skill development
SCM6832,2,73.74,4.76,86.65,Both,"Ration Card, Aadhaar",Startup support
SCM6833,1,83.98,2.76,43.29,Both,"Caste Certificate, Income Certificate",Financial inclusion
SCM6834,4,79.91,1.9,58.08,Online,"Aadhaar, Income Certificate",Employment generation
SCM6835,2,87.82,8.85,90.55,Online,None,Skill development
SCM6836,2,76.69,7.23,74.61,Online,None,Skill development
SCM6837,3,85.09,4.43,51.15,Online,"Aadhaar, PAN, Bank Passbook",Women empowerment
SCM6838,3,86.76,9.87,75.08,Online,"Aadhaar, Income Certificate",Education access
SCM6839,2,58.9,4.3,86.88,Online,"Caste Certificate, Income Certificate",Sanitation awareness
SCM6840,1,96.25,3.2,58.27,Online,"Aadhaar, Income Certificate",Skill development
SCM6841,3,86.23,5.26,,Both,None,Health insurance coverage
SCM6842,4,54.84,9.51,99.15,Both,"Caste Certificate, Income Certificate",Sanitation awareness
SCM6843,2,93.04,6.98,97.52,Online,"Aadhaar, Income Certificate",Sanitation awareness
SCM6844,1,59.54,7.58,65.63,Online,"Caste Certificate, Income Certificate",Health insurance coverage
SCM6845,1,79.32,2.49,,Online,None,Technology adoption
SCM6846,3,65.66,1.36,79.05,Offline,"Aadhaar, PAN, Bank Passbook",Health insurance coverage
SCM6847,1,78.79,5.83,,Both,"Aadhaar, PAN, Bank Passbook",Women empowerment
SCM6848,3,94.41,3.97,76.86,Both,"Aadhaar, Income Certificate",Women empowerment
SCM6849,1,94.53,1.38,54.62,Offline,None,Education access
SCM6850,1,89.3,9.07,80.31,Online,"Aadhaar, Income Certificate",Startup support
SCM6851,2,90.74,1.23,55.71,Offline,"Ration Card, Aadhaar",Skill development
SCM6852,1,75.39,1.11,95.88,Both,"Caste Certificate, Income Certificate",Housing for all
SCM6853,1,93.42,3.69,39.57,Offline,"Aadhaar, Income Certificate",Technology adoption
SCM6854,1,73.35,5.48,34.79,Offline,"Ration Card, Aadhaar",Technology adoption
SCM6855,4,60.42,5.06,84.68,Offline,"Ration Card, Aadhaar",Housing for all
SCM6856,3,94.9,4.24,58.09,Both,"Ration Card, Aadhaar",Skill development
,4,72.98,8.77,62.59,Both,"Aadhaar, PAN, Bank Passbook",Financial inclusion
SCM6858,2,80.04,3.68,95.37,Online,"Caste Certificate, Income Certificate",Health insurance coverage
SCM6859,2,81.32,6.88,71.29,Online,"Caste Certificate, Income Certificate",Skill development
SCM6860,4,54.11,4.59,76.21,Offline,"Ration Card, Aadhaar",Technology adoption
SCM6861,1,67.7,4.5,31.36,Both,"Aadhaar, Income Certificate",Employment generation
SCM6862,2,67.94,9.4,76.94,Both,"Ration Card, Aadhaar",Health insurance coverage
SCM6863,1,85.84,7.28,57.18,Both,None,Health insurance coverage
SCM6864,3,83.86,5.84,62.22,Both,None,Health insurance coverage
SCM6865,1,99.45,2.57,86.56,Offline,"Aadhaar, Income Certificate",Employment generation
SCM6866,4,86.55,2.24,,Both,None,Sanitation awareness
SCM6867,1,61.14,2.74,99.08,Offline,"Caste Certificate, Income Certificate",Sanitation awareness
SCM6868,1,67.29,6.64,85.78,Online,None,Education access
SCM6869,1,58.35,1.5,81,Online,"Aadhaar, Income Certificate",Housing for all
SCM6870,3,93.1,5.18,71.21,Offline,"Aadhaar, PAN, Bank Passbook",Education access
SCM6871,2,92.29,5.14,58.87,Offline,"Aadhaar, Income Certificate",Sanitation awareness
SCM6872,1,95.68,9.26,33.7,Offline,"Ration Card, Aadhaar",Startup support
SCM6873,2,82.99,4.33,31.29,Both,"Aadhaar, PAN, Bank Passbook",Education access
SCM6874,1,63.44,9.07,,Both,"Aadhaar, Income Certificate",Skill development
SCM6875,2,94.83,6.54,97.12,Online,"Aadhaar, PAN, Bank Passbook",Financial inclusion
SCM6876,3,63.64,4.51,52.62,Both,"Caste Certificate, Income Certificate",Skill development
SCM6877,2,69.2,5.74,79.04,Offline,"Caste Certificate, Income Certificate",Women empowerment
SCM6878,2,51.09,1.85,71.6,Both,"Ration Card, Aadhaar",Employment generation
SCM6879,3,78.9,9.01,70.02,Online,"Aadhaar, Income Certificate",Financial inclusion
SCM6880,2,71.78,6.68,70.55,Online,"Aadhaar, Income Certificate",Health insurance coverage
SCM6881,1,82.39,4.92,51.16,Online,"Aadhaar, Income Certificate",Employment generation
SCM6882,4,98.4,7.98,92.06,Online,"Aadhaar, Income Certificate",Sanitation awareness
SCM6883,1,52.86,4.64,94.34,Online,"Ration Card, Aadhaar",Employment generation
SCM6884,3,54.57,5.15,75.12,Online,"Ration Card, Aadhaar",Technology adoption
SCM6885,3,78.21,4.8,90.48,Online,"Ration Card, Aadhaar",Startup support
SCM6886,3,99.89,9.97,34.2,Offline,"Ration Card, Aadhaar",Housing for all
SCM6887,1,64.4,7.93,37.03,Online,None,Women empowerment
SCM6888,4,76.82,9.36,69.13,Both,"Ration Card, Aadhaar",Women empowerment
SCM6889,2,60.19,4.42,89.26,Both,"Caste Certificate, Income Certificate",Housing for all
SCM6890,4,76.49,5.41,52.08,Offline,"Ration Card, Aadhaar",Employment generation
SCM6891,3,59.17,2.81,68.36,Offline,"Caste Certificate, Income Certificate",Sanitation awareness
SCM6892,4,58.86,1.09,30.7,Offline,"Aadhaar, PAN, Bank Passbook",Sanitation awareness
SCM6893,4,66.93,2.75,99.06,Offline,"Caste Certificate, Income Certificate",Employment generation
SCM6894,1,96.98,9.36,83.69,Offline,"Ration Card, Aadhaar",Startup support
SCM6895,4,82.97,5.11,55.3,Both,"Ration Card, Aadhaar",Education access
SCM6896,2,68.58,2.18,98.81,Online,"Aadhaar, PAN, Bank Passbook",Women empowerment
SCM6897,1,81.93,5.07,36.47,Both,None,Women empowerment
SCM6898,2,59.97,8.13,62.49,Both,"Aadhaar, Income Certificate",Technology adoption
SCM6899,4,81.87,5.51,34.12,Online,"Aadhaar, PAN, Bank Passbook",Sanitation awareness
SCM6900,3,96.01,9.43,53.45,Offline,"Aadhaar, Income Certificate",Startup support
SCM6901,3,96.85,9.09,45.36,Offline,"Caste Certificate, Income Certificate",Skill development
SCM6902,1,79.32,5.26,52.16,Online,"Caste Certificate, Income Certificate",Housing for all
SCM6903,2,93.98,1.75,96.32,Both,"Caste Certificate, Income Certificate",Technology adoption
,4,69.37,7.34,59.9,Online,"Aadhaar, PAN, Bank Passbook",Education access
SCM6905,1,94.28,4.21,52.74,Both,"Aadhaar, Income Certificate",Women empowerment
SCM6906,2,66.71,8.07,74.85,Both,"Caste Certificate, Income Certificate",Housing for all
SCM6907,1,85.16,3.78,77.84,Both,"Aadhaar, PAN, Bank Passbook",Skill development
SCM6908,2,95.95,3.98,98.86,Both,"Ration Card, Aadhaar",Sanitation awareness
SCM6909,3,78.25,5.88,68.22,Offline,None,Health insurance coverage
SCM6910,1,63.73,1.22,82.68,Both,None,Employment generation
SCM6911,4,84.9,2.53,56.75,Online,"Ration Card, Aadhaar",Skill development
SCM6912,2,55.64,8.66,41.97,Online,"Ration Card, Aadhaar",Technology adoption
SCM6913,4,67.29,9.61,60.09,Both,"Ration Card, Aadhaar",Women empowerment
SCM6914,1,94.79,2.73,59.31,Both,"Aadhaar, Income Certificate",Financial inclusion
SCM6915,1,86.85,7.95,59.44,Offline,"Ration Card, Aadhaar",Skill development
SCM6916,2,52.73,2.01,78.68,Both,"Caste Certificate, Income Certificate",Financial inclusion
SCM6917,2,78.69,5.25,58.42,Offline,"Caste Certificate, Income Certificate",Housing for all
SCM6918,1,62.41,5.58,96.79,Both,"Aadhaar, PAN, Bank Passbook",Housing for all
SCM6919,1,50.68,6.07,98.79,Online,"Ration Card, Aadhaar",Education access
SCM6920,2,63.37,4.25,66.64,Offline,"Caste Certificate, Income Certificate",Housing for all
SCM6921,3,88.7,8.71,69.09,Both,"Aadhaar, Income Certificate",Women empowerment
SCM6922,4,70.12,3.73,58.53,Offline,"Aadhaar, PAN, Bank Passbook",Sanitation awareness
SCM6923,4,63.29,5.37,54.89,Both,None,Education access
,1,99.95,2.74,98.97,Online,"Aadhaar, PAN, Bank Passbook",Housing for all
SCM6925,1,78.85,6.16,32.85,Offline,"Aadhaar, PAN, Bank Passbook",Skill development
SCM6926,2,61.1,2.77,58.71,Offline,"Caste Certificate, Income Certificate",Technology adoption
SCM6927,4,60.15,3.17,40.59,Both,"Ration Card, Aadhaar",Startup support
SCM6928,4,55.16,4.94,80.84,Online,"Caste Certificate, Income Certificate",Sanitation awareness
SCM6929,1,80.59,3.5,43.61,Offline,"Aadhaar, PAN, Bank Passbook",Sanitation awareness
SCM6930,3,93.97,1.36,91.93,Online,"Aadhaar, PAN, Bank Passbook",Technology adoption
SCM6931,1,93,8.17,56.21,Both,None,Employment generation
SCM6932,1,96.99,8.38,94.2,Online,"Ration Card, Aadhaar",Women empowerment
SCM6933,1,51.15,9.11,99.06,Offline,None,Housing for all
SCM6934,4,78.07,9.82,83.98,Offline,"Aadhaar, PAN, Bank Passbook",Sanitation awareness
SCM6935,3,95.84,2.02,73.62,Online,"Ration Card, Aadhaar",Financial inclusion
SCM6936,3,95.02,3.47,40.49,Offline,"Aadhaar, PAN, Bank Passbook",Financial inclusion
SCM6937,4,63.55,6.68,95.31,Offline,"Ration Card, Aadhaar",Financial inclusion
SCM6938,3,75.1,8.89,84.38,Online,"Aadhaar, Income Certificate",Employment generation
SCM6939,4,54.8,2.46,50.16,Offline,"Caste Certificate, Income Certificate",Financial inclusion
SCM6940,2,63.71,5.35,62.8,Both,"Caste Certificate, Income Certificate",Financial inclusion
SCM6941,2,99.6,9.81,34.74,Both,None,Sanitation awareness
SCM6942,4,79.25,3.98,76.13,Offline,"Caste Certificate, Income Certificate",Skill development
SCM6943,4,99.94,5.42,38.77,Offline,"Aadhaar, PAN, Bank Passbook",Women empowerment
SCM6944,4,50.83,7.24,75.61,Offline,"Caste Certificate, Income Certificate",Technology adoption
SCM6945,4,98.57,4.8,77.01,Offline,"Aadhaar, PAN, Bank Passbook",Employment generation
SCM6946,4,67.7,7.46,52.72,Offline,None,Skill development
SCM6947,4,54.15,2.33,96.41,Both,"Ration Card, Aadhaar",Education access
SCM6948,3,54.48,3.08,84.53,Both,"Aadhaar, Income Certificate",Sanitation awareness
SCM6949,2,67.2,4.48,64.77,Online,"Ration Card, Aadhaar",Health insurance coverage
SCM6950,2,73.68,9.86,94.3,Offline,"Ration Card, Aadhaar",Sanitation awareness
SCM6951,1,54.26,4.14,89.91,Both,"Aadhaar, PAN, Bank Passbook",Education access
SCM6952,2,92.58,9.24,78.46,Both,"Ration Card, Aadhaar",Technology adoption
SCM6953,2,74.3,8.87,40.71,Both,"Ration Card, Aadhaar",Health insurance coverage
SCM6954,1,68.25,7.8,64.8,Online,None,Sanitation awareness
SCM6955,1,76.08,4.33,90.51,Both,"Aadhaar, PAN, Bank Passbook",Financial inclusion
SCM6956,4,74.38,3.97,72.62,Online,"Aadhaar, PAN, Bank Passbook",Technology adoption
SCM6957,4,55.16,6.76,68.19,Online,None,Housing for all
SCM6958,2,52.51,3.09,96.87,Both,"Aadhaar, PAN, Bank Passbook",Employment generation
SCM6959,1,83.93,4.24,31.16,Offline,None,Employment generation
SCM6960,4,74.38,8.34,30.84,Online,"Aadhaar, PAN, Bank Passbook",Education access
SCM6961,3,51.23,2.9,92.5,Online,"Aadhaar, PAN, Bank Passbook",Education access
SCM6962,4,83.34,8.45,32.7,Both,"Ration Card, Aadhaar",Financial inclusion
SCM6963,4,85.28,5.97,53.28,Both,"Aadhaar, Income Certificate",Startup support
SCM6964,1,98.5,5.6,94.68,Online,None,Housing for all
SCM6965,2,81.5,6.52,78.38,Both,None,Financial inclusion
SCM6966,2,63.75,6.68,75.37,Online,"Aadhaar, PAN, Bank Passbook",Financial inclusion
SCM6967,3,61.94,6.03,75.99,Offline,"Ration Card, Aadhaar",Education access
SCM6968,2,72.87,7.31,52.24,Offline,"Caste Certificate, Income Certificate",Technology adoption
SCM6969,1,54.62,4.22,67.14,Offline,"Aadhaar, Income Certificate",Employment generation
SCM6970,3,74.8,8.3,74.1,Offline,"Caste Certificate, Income Certificate",Startup support
,2,66.39,2.99,51.4,Both,"Ration Card, Aadhaar",Health insurance coverage
SCM6972,1,91.49,7.43,85.68,Both,None,Sanitation awareness
SCM6973,1,84.75,4.47,52.52,Both,"Caste Certificate, Income Certificate",Sanitation awareness
SCM6974,4,62.83,7.25,35,Online,"Aadhaar, Income Certificate",Technology adoption
SCM6975,2,73.93,1.29,44.1,Offline,"Aadhaar, Income Certificate",Employment generation
SCM6976,4,85.84,4.51,58.59,Both,None,Technology adoption
SCM6977,2,58.65,9.67,93.56,Offline,"Aadhaar, Income Certificate",Employment generation
SCM6978,2,98.45,6.16,59.1,Online,"Ration Card, Aadhaar",Financial inclusion
SCM6979,4,54.59,5.49,,Online,"Aadhaar, Income Certificate",Financial inclusion
SCM6980,4,97.66,3.23,43.75,Online,"Ration Card, Aadhaar",Education access
SCM6981,4,50.83,5.42,68.11,Online,None,Skill development
